Player,Pos,Tm,Total,avg,gtd,gtd_avg,gtd_pct,OTC_IDs
Joe Walker,WR,Bears,"$1,755,000","$585,000",$0,$0,0.00%,joe-walker/8607/
Pat Lawrence,RT,Cardinals,"$1,755,000","$585,000",$0,$0,0.00%,pat-lawrence/8608/
Lo Falemaka,C,Browns,"$1,755,000","$585,000",$0,$0,0.00%,lo-falemaka/8611/
Jesper Horsted,WR,Bears,"$1,755,000","$585,000",$0,$0,0.00%,jesper-horsted/8536/
Alex Brown,CB,Jets,"$1,755,000","$585,000",$0,$0,0.00%,alex-brown/8549/
Christian Wade,RB,Bills,"$1,755,000","$585,000",$0,$0,0.00%,christian-wade/7791/
Nate Brooks,CB,Cardinals,"$1,755,000","$585,000",$0,$0,0.00%,nate-brooks/8342/
Carson Meier,TE,Jaguars,"$1,755,000","$585,000",$0,$0,0.00%,carson-meier/8266/
Charles Jones,TE,Jaguars,"$1,755,000","$585,000",$0,$0,0.00%,charles-jones/8537/
Wes Hills,RB,Cardinals,"$1,755,000","$585,000",$0,$0,0.00%,wes-hills/8346/
Joshua Moon,S,Jaguars,"$1,755,000","$585,000",$0,$0,0.00%,joshua-moon/8539/
Jonathan Bonner,34DE,Redskins,"$1,755,000","$585,000",$0,$0,0.00%,jonathan-bonner/8544/
Jerald Foster,LG,Redskins,"$1,755,000","$585,000",$0,$0,0.00%,jerald-foster/8543/
Deion Harris,CB,Redskins,"$1,755,000","$585,000",$0,$0,0.00%,deion-harris/8542/
Jaylen Smith,WR,Ravens,"$1,755,000","$585,000",$0,$0,0.00%,jaylen-smith/8104/
Austin Maloata,34DT,Redskins,"$1,755,000","$585,000",$0,$0,0.00%,austin-maloata/8541/
Craig Reynolds,RB,Redskins,"$1,755,000","$585,000",$0,$0,0.00%,craig-reynolds/8540/
Carl Granderson,43DE,Saints,"$1,755,000","$585,000",$0,$0,0.00%,carl-granderson/8353/
David Kenney,ILB,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,david-kenney/8547/
Ethan Greenidge,LT,Saints,"$1,755,000","$585,000",$0,$0,0.00%,ethan-greenidge/8354/
Porter Gustin,ILB,Saints,"$1,755,000","$585,000",$0,$0,0.00%,porter-gustin/8355/
Spencer Schnell,WR,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,spencer-schnell/8545/
Lil'Jordan Humphrey,WR,Saints,"$1,755,000","$585,000",$0,$0,0.00%,liljordan-humphrey/8357/
Derrick Kelly,RT,Saints,"$1,755,000","$585,000",$0,$0,0.00%,derrick-kelly/8358/
Nick Moore,LS,Saints,"$1,755,000","$585,000",$0,$0,0.00%,nick-moore/8359/
Shy Tuttle,43DT,Saints,"$1,755,000","$585,000",$0,$0,0.00%,shy-tuttle/8360/
Noah Dawkins,ILB,Bengals,"$1,755,000","$585,000",$0,$0,0.00%,noah-dawkins/8554/
Ventell Bryant,WR,Bengals,"$1,755,000","$585,000",$0,$0,0.00%,ventell-bryant/8555/
Clifton Duck,CB,Bears,"$1,755,000","$585,000",$0,$0,0.00%,clifton-duck/8117/
Bruce Anderson,RB,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,bruce-anderson/8363/
D'ernest Johnson,RB,Browns,"$1,755,000","$585,000",$0,$0,0.00%,dernest-johnson/8556/
Zack Bailey,LG,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,zack-bailey/8364/
Kahzin Daniels,DE,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,kahzin-daniels/8365/
Lukas Denis,S,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,lukas-denis/8366/
Thomas Ives,WR,Bears,"$1,755,000","$585,000",$0,$0,0.00%,thomas-ives/8121/
Nick Fitzgerald,QB,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,nick-fitzgerald/8367/
Jody Fortson,WR,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,jody-fortson/8560/
Jake Gervase,S,Rams,"$1,755,000","$585,000",$0,$0,0.00%,jake-gervase/8561/
Anthony Johnson,WR,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,anthony-johnson/8370/
Jalen Green,WR,Rams,"$1,755,000","$585,000",$0,$0,0.00%,jalen-green/8562/
DaMarkus Lodge,WR,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,damarkus-lodge/8371/
Bryant Jones,34DT,Rams,"$1,755,000","$585,000",$0,$0,0.00%,bryant-jones/8563/
Ketner Kupp,34OLB,Rams,"$1,755,000","$585,000",$0,$0,0.00%,ketner-kupp/8564/
Brock Ruble,RT,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,brock-ruble/8373/
Ajene Harris,CB,Eagles,"$1,755,000","$585,000",$0,$0,0.00%,ajene-harris/8614/
Joshua Simmons,CB,Bears,"$1,755,000","$585,000",$0,$0,0.00%,joshua-simmons/8129/
Cortrelle Simpson,WR,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,cortrelle-simpson/8375/
Nate Trewyn,C,Buccaneers,"$1,755,000","$585,000",$0,$0,0.00%,nate-trewyn/8377/
Rishard Cook,G,Panthers,"$1,755,000","$585,000",$0,$0,0.00%,rishard-cook/8617/
Martez Ivey,LT,Patriots,"$1,755,000","$585,000",$0,$0,0.00%,martez-ivey/8618/
Isaiah Wharton,S,Vikings,"$1,755,000","$585,000",$0,$0,0.00%,isaiah-wharton/8566/
Brett Toth,T,Eagles,"$1,755,000","$585,000",$0,$0,0.00%,brett-toth/8620/
Cameron Nizialek,P,Ravens,"$1,755,000","$585,000",$0,$0,0.00%,cameron-nizialek/8619/
Sterling Sheffield,ILB,Bengals,"$1,755,000","$585,000",$0,$0,0.00%,sterling-sheffield/8552/
Olive Sagapolu,34DT,Packers,"$1,755,000","$585,000",$0,$0,0.00%,olive-sagapolu/8615/
Travis Vornkahl,LT,Browns,"$1,755,000","$585,000",$0,$0,0.00%,travis-vornkahl/8621/
Jawuan Johnson,S,Seahawks,"$1,755,000","$585,000",$0,$0,0.00%,jawuan-johnson/8616/
Damon Sheehy-Guiseppi,WR,Browns,"$1,755,000","$585,000",$0,$0,0.00%,damon-sheehy-guiseppi/7783/
Sione Teuhema,43OLB,Panthers,"$1,755,000","$585,000",$0,$0,0.00%,sione-teuhema/8586/
Joshua Smith,34OLB,Titans,"$1,755,000","$585,000",$0,$0,0.00%,joshua-smith/8625/
Thomas Costigan,43DE,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,thomas-costigan/8627/
Micky Crum,TE,Steelers,"$1,755,000","$585,000",$0,$0,0.00%,micky-crum/8628/
Yosuah Nijman,LT,Packers,"$1,755,000","$585,000",$0,$0,0.00%,yosuah-nijman/8159/
Chris Brown,G,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,chris-brown/8406/
Greg Roberts,34OLB,Packers,"$1,755,000","$585,000",$0,$0,0.00%,greg-roberts/8161/
Eurndraus Bryant,43DT,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,eurndraus-bryant/8407/
Blake Camper,LT,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,blake-camper/8408/
Jeremy Cox,RB,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,jeremy-cox/8410/
Andrew Ankrah,ILB,Redskins,"$1,755,000","$585,000",$0,$0,0.00%,andrew-ankrah/7784/
Kemon Hall,CB,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,kemon-hall/8411/
Reggie Howard,43DE,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,reggie-howard/8413/
Bradford Lemmons,CB,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,bradford-lemmons/8414/
Koda Martin,RG,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,koda-martin/8415/
Jason Moore,WR,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,jason-moore/8416/
Jon Hilliman,RB,Giants,"$1,755,000","$585,000",$0,$0,0.00%,jon-hilliman/8171/
Tyler Newsome,P,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,tyler-newsome/8417/
Chris Peace,43DE,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,chris-peace/8418/
Rodney Randle,CB,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,rodney-randle/8419/
Matt Sokol,TE,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,matt-sokol/8420/
Roderic Teamer,CB,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,roderic-teamer/8421/
Tanner Volson,C,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,tanner-volson/8423/
Elijah Zeise,43DE,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,elijah-zeise/8424/
T.J. Edwards,ILB,Eagles,"$1,755,000","$585,000",$0,$0,0.00%,t-j-edwards/8427/
Nate Herbig,RG,Eagles,"$1,755,000","$585,000",$0,$0,0.00%,nate-herbig/8429/
Iosua Opeta,LG,Eagles,"$1,755,000","$585,000",$0,$0,0.00%,iosua-opeta/8431/
Keegan Render,C,Eagles,"$1,755,000","$585,000",$0,$0,0.00%,keegan-render/8432/
Gunner Olszewski,WR,Patriots,"$1,755,000","$585,000",$0,$0,0.00%,gunner-olszewski/8577/
DeAndre Thompkins,WR,Eagles,"$1,755,000","$585,000",$0,$0,0.00%,deandre-thompkins/8434/
Kevin Wilkins,43DT,Eagles,"$1,755,000","$585,000",$0,$0,0.00%,kevin-wilkins/8435/
Alexander Hollins,WR,Vikings,"$1,755,000","$585,000",$0,$0,0.00%,alexander-hollins/8192/
Jameer Thurman,ILB,Bears,"$1,755,000","$585,000",$0,$0,0.00%,jameer-thurman/7737/
Blake Hance,RT,Redskins,"$1,755,000","$585,000",$0,$0,0.00%,blake-hance/8397/
Tristan Vizcaino,K,Bengals,"$1,755,000","$585,000",$0,$0,0.00%,tristan-vizcaino/7739/
Dino Boyd,LT,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,dino-boyd/8222/
Jamal Custis,WR,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,jamal-custis/8224/
Felton Davis,WR,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,felton-davis/8225/
Alex Bachman,WR,Rams,"$1,755,000","$585,000",$0,$0,0.00%,alex-bachman/8471/
Mark Fields,CB,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,mark-fields/8226/
Kendall Blanton,TE,Rams,"$1,755,000","$585,000",$0,$0,0.00%,kendall-blanton/8472/
Jack Fox,P,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,jack-fox/8227/
Chandler Brewer,LG,Rams,"$1,755,000","$585,000",$0,$0,0.00%,chandler-brewer/8473/
Darius Harris,ILB,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,darius-harris/8228/
Romello Brooker,TE,Rams,"$1,755,000","$585,000",$0,$0,0.00%,romello-brooker/8474/
Keenan Brown,TE,Rams,"$1,755,000","$585,000",$0,$0,0.00%,keenan-brown/8475/
Matthew Colburn,RB,Rams,"$1,755,000","$585,000",$0,$0,0.00%,matthew-colburn/8476/
Taj McGowan,RB,Jaguars,"$1,755,000","$585,000",$0,$0,0.00%,taj-mcgowan/8585/
Marquise Copeland,34DE,Rams,"$1,755,000","$585,000",$0,$0,0.00%,marquise-copeland/8477/
Landis Durham,ILB,Rams,"$1,755,000","$585,000",$0,$0,0.00%,landis-durham/8478/
John Lovett,QB,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,john-lovett/8233/
Brandon Hitner,C,Rams,"$1,755,000","$585,000",$0,$0,0.00%,brandon-hitner/8479/
Vitas Hrynkiewicz,C,Rams,"$1,755,000","$585,000",$0,$0,0.00%,vitas-hrynkiewicz/8480/
Kyle Shurmur,QB,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,kyle-shurmur/8235/
Natrez Patrick,ILB,Rams,"$1,755,000","$585,000",$0,$0,0.00%,natrez-patrick/8481/
Cody Thompson,WR,Chiefs,"$1,755,000","$585,000",$0,$0,0.00%,cody-thompson/8236/
Troy Reeder,ILB,Rams,"$1,755,000","$585,000",$0,$0,0.00%,troy-reeder/8482/
Nsimba Webster,WR,Rams,"$1,755,000","$585,000",$0,$0,0.00%,nsimba-webster/8484/
Matt Kaskey,TE,Rams,"$1,755,000","$585,000",$0,$0,0.00%,matt-kaskey/8485/
Jonathan Lloyd,WR,Rams,"$1,755,000","$585,000",$0,$0,0.00%,jonathan-lloyd/8486/
Owen Roberts,34DE,Rams,"$1,755,000","$585,000",$0,$0,0.00%,owen-roberts/8488/
Austin Walter,RB,49ers,"$1,755,000","$585,000",$0,$0,0.00%,austin-walter/8490/
Aaron Adeoye,34OLB,Ravens,"$1,755,000","$585,000",$0,$0,0.00%,aaron-adeoye/8491/
Terrell Bonds,CB,Ravens,"$1,755,000","$585,000",$0,$0,0.00%,terrell-bonds/8492/
Cody Brown,CB,Jaguars,"$1,755,000","$585,000",$0,$0,0.00%,cody-brown/7786/
Cole Mazza,LS,Chargers,"$1,755,000","$585,000",$0,$0,0.00%,cole-mazza/7785/
Deion Calhoun,RG,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,deion-calhoun/8242/
Wes Farnsworth,LS,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,wes-farnsworth/8243/
Terrill Hanks,43OLB,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,terrill-hanks/8244/
Montre Hartage,S,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,montre-hartage/8245/
Dewayne Hendrix,43DE,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,dewayne-hendrix/8246/
Trenton Irwin,WR,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,trenton-irwin/8248/
Patrick Laird,RB,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,patrick-laird/8249/
Jonathan Ledbetter,43DE,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,jonathan-ledbetter/8250/
Aaron Monteiro,RG,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,aaron-monteiro/8251/
Chris Myarick,TE,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,chris-myarick/8252/
Nik Needham,CB,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,nik-needham/8253/
Jalen Dalton,34DT,Bears,"$1,755,000","$585,000",$0,$0,0.00%,jalen-dalton/8495/
Jhavonte Dean,CB,Browns,"$1,755,000","$585,000",$0,$0,0.00%,jhavonte-dean/8496/
Kalani Vakameilalo,43DT,Jaguars,"$1,755,000","$585,000",$0,$0,0.00%,kalani-vakameilalo/8591/
Cory Thomas,43DT,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,cory-thomas/8255/
Trayone Gray,RB,Browns,"$1,755,000","$585,000",$0,$0,0.00%,trayone-gray/8497/
Tre Watson,ILB,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,tre-watson/8256/
Willie Harvey,43OLB,Browns,"$1,755,000","$585,000",$0,$0,0.00%,willie-harvey/8498/
Preston Williams,WR,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,preston-williams/8257/
Darrius Shepherd,WR,Packers,"$1,755,000","$585,000",$0,$0,0.00%,darrius-shepherd/8499/
Cole Hedlund,K,Colts,"$1,755,000","$585,000",$0,$0,0.00%,cole-hedlund/8500/
Sterling Shippy,43DT,Colts,"$1,755,000","$585,000",$0,$0,0.00%,sterling-shippy/8501/
Sam Eguavoen,LB,Dolphins,"$1,755,000","$585,000",$0,$0,0.00%,sam-eguavoen/7741/
Shakial Taylor,CB,Colts,"$1,755,000","$585,000",$0,$0,0.00%,shakial-taylor/8502/
Joe Giles-Harris,43OLB,Jaguars,"$1,755,000","$585,000",$0,$0,0.00%,joe-giles-harris/8262/
Ishmael Hyman,WR,Browns,"$1,755,000","$585,000",$0,$0,0.00%,ishmael-hyman/8046/
Valentine Holmes,RB,Jets,"$1,755,000","$585,000",$0,$0,0.00%,valentine-holmes/8047/
Floyd Allen,WR,Texans,"$1,755,000","$585,000",$0,$0,0.00%,floyd-allen/8506/
Nico Falah,LG,Broncos,"$1,738,235","$579,412","$28,235","$9,412",1.60%,nico-falah/7193/
Eddy Pineiro,K,Bears,"$1,735,000","$578,333","$25,000","$8,333",1.40%,eddy-pineiro/7373/
Thomas DeCoud,S,Falcons,"$2,302,980","$575,745","$597,980","$149,495",26.00%,thomas-decoud/838/
Sharif Finch,ILB,Titans,"$1,726,000","$575,333","$42,000","$14,000",2.40%,sharif-finch/7194/
Olasunkanmi Adeniyi,34OLB,Steelers,"$1,725,000","$575,000","$15,000","$5,000",0.90%,olasunkanmi-adeniyi/7288/
Byron Pringle,WR,Chiefs,"$1,725,000","$575,000","$40,000","$13,333",2.30%,byron-pringle/7313/
Darrel Williams,RB,Chiefs,"$1,725,000","$575,000","$45,000","$15,000",2.60%,darrel-williams/7318/
Phillip Lindsay,RB,Broncos,"$1,725,000","$575,000","$15,000","$5,000",0.90%,phillip-lindsay/7144/
Kevin Toliver II,CB,Bears,"$1,725,000","$575,000","$25,000","$8,333",1.40%,kevin-toliver-ii/7418/
Holton Hill,CB,Vikings,"$1,725,000","$575,000","$15,000","$5,000",0.90%,holton-hill/7458/
George Odum,S,Colts,"$1,723,000","$574,333","$13,000","$4,333",0.80%,george-odum/7157/
Jonathan Owens,S,Cardinals,"$1,722,000","$574,000","$12,000","$4,000",0.70%,jonathan-owens/7542/
Brandon Powell,WR,Lions,"$172,200","$574,000","$44,000","$14,667",25.60%,brandon-powell/7434/
Taylor Stallworth,43DT,Saints,"$1,720,000","$573,333","$10,000","$3,333",0.60%,taylor-stallworth/7510/
Trent Sherfield,WR,Cardinals,"$1,720,000","$573,333","$10,000","$3,333",0.60%,trent-sherfield/7544/
Brandon Facyson,CB,Chargers,"$1,720,000","$573,333","$10,000","$3,333",0.60%,brandon-facyson/7324/
Evan Brown,C,Giants,"$1,720,000","$573,333","$20,000","$6,667",1.20%,evan-brown/7359/
Sean Chandler,S,Giants,"$1,720,000","$573,333","$35,000","$11,667",2.00%,sean-chandler/7360/
Danny Johnson,CB,Redskins,"$1,720,000","$573,333","$10,000","$3,333",0.60%,danny-johnson/7400/
Vyncint Smith,WR,Texans,"$1,720,000","$573,333","$35,000","$11,667",2.00%,vyncint-smith/7182/
J.C. Jackson,CB,Patriots,"$1,720,000","$573,333","$60,000","$20,000",3.50%,j-c-jackson/7237/
Matt Dickerson,34DE,Titans,"$1,719,000","$573,000","$15,000","$5,000",0.90%,matt-dickerson/7192/
Poona Ford,43DT,Seahawks,"$1,718,000","$572,667","$8,000","$2,667",0.50%,poona-ford/7581/
Darious Williams,CB,Rams,"$1,718,000","$572,667","$8,000","$2,667",0.50%,darious-williams/7264/
Buddy Howell,RB,Texans,"$1,717,500","$572,500","$12,500","$4,167",0.70%,buddy-howell/7225/
Mike Boone,RB,Vikings,"$1,717,500","$572,500","$7,500","$2,500",0.40%,mike-boone/7454/
Matt Gono,T,Falcons,"$1,717,500","$572,500","$7,500","$2,500",0.40%,matt-gono/7479/
Trayvon Henderson,S,Bengals,"$1,716,000","$572,000","$6,000","$2,000",0.30%,trayvon-henderson/7270/
Dennis Gardeck,34OLB,Cardinals,"$1,716,000","$572,000","$6,000","$2,000",0.30%,dennis-gardeck/7530/
Ben Niemann,ILB,Chiefs,"$1,716,000","$572,000","$6,000","$2,000",0.30%,ben-niemann/7312/
Ike Boettger,LG,Bills,"$1,716,000","$572,000","$6,000","$2,000",0.30%,ike-boettger/7209/
Tim Boyle,QB,Packers,"$1,716,000","$572,000","$6,000","$2,000",0.30%,tim-boyle/7440/
Tae Davis,ILB,Giants,"$1,715,000","$571,667","$20,000","$6,667",1.20%,tae-davis/7364/
Nick Gates,G,Giants,"$1,715,000","$571,667","$25,000","$8,333",1.50%,nick-gates/7366/
Tre Herndon,CB,Jaguars,"$1,715,000","$571,667","$17,700","$5,900",1.00%,tre-herndon/7162/
Michael Hughes,43DT,Jaguars,"$1,715,000","$571,667","$5,000","$1,667",0.30%,michael-hughes/7163/
Tavierre Thomas,CB,Browns,"$1,715,000","$571,667","$5,000","$1,667",0.30%,tavierre-thomas/7545/
Aaron Stinnie,G,Titans,"$1,715,000","$571,667","$5,000","$1,667",0.30%,aaron-stinnie/7203/
Charvarius Ward,CB,Chiefs,"$1,715,000","$571,666","$5,000","$1,667",0.30%,charvarius-ward/7354/
Chris Board,ILB,Ravens,"$1,714,000","$571,333","$4,000","$1,333",0.20%,chris-board/7653/
Kaare Vedvik,K,Vikings,"$1,714,000","$571,333","$4,000","$1,333",0.20%,kaare-vedvik/7263/
Hercules Mata'afa,43DE,Vikings,"$1,714,000","$571,333","$4,000","$1,333",0.20%,hercules-mataafa/7461/
Raven Greene,S,Packers,"$1,713,500","$571,167","$3,500","$1,167",0.20%,raven-greene/7442/
Zeke Turner,ILB,Cardinals,"$1,713,000","$571,000","$3,000","$1,000",0.20%,zeke-turner/7548/
Alex Light,LT,Packers,"$1,713,000","$571,000","$3,000","$1,000",0.20%,alex-light/7446/
Derrick Willies,WR,Browns,"$1,712,500","$570,833","$2,500",$833,0.10%,derrick-willies/7287/
Trevor Daniel,P,Texans,"$1,712,000","$570,667","$12,000","$4,000",0.70%,trevor-daniel/7177/
Austin Barnard,P,Titans,"$1,712,000","$570,667","$2,000",$667,0.10%,austin-barnard/7186/
Rashard Fant,CB,Bears,"$1,711,000","$570,333","$1,000",$333,0.10%,rashard-fant/7409/
Chad Kelly,QB,Colts,"$570,000","$570,000",$0,$0,0.00%,chad-kelly/5839/
Jeremiah Valoaga,43DE,49ers,"$570,000","$570,000",$0,$0,0.00%,jeremiah-valoaga/6224/
Josh Carraway,34OLB,Rams,"$570,000","$570,000",$0,$0,0.00%,josh-carraway/5813/
Da'Mari Scott,WR,Giants,"$1,710,000","$570,000",$0,$0,0.00%,damari-scott/7285/
Marcus Kemp,WR,Chiefs,"$570,000","$570,000",$0,$0,0.00%,marcus-kemp/6112/
Fadol Brown,34DE,Packers,"$570,000","$570,000",$0,$0,0.00%,fadol-brown/6079/
Marcell Ateman,WR,Raiders,"$570,000","$570,000",$0,$0,0.00%,marcell-ateman/7113/
Trent Sieg,LS,Raiders,"$570,000","$570,000",$0,$0,0.00%,trent-sieg/7259/
Justin Murray,RT,Raiders,"$570,000","$570,000",$0,$0,0.00%,justin-murray/5121/
Trae Elston,S,Eagles,"$570,000","$570,000",$0,$0,0.00%,trae-elston/5098/
DeShawn Williams,34DT,Broncos,"$570,000","$570,000",$0,$0,0.00%,deshawn-williams/4453/
Bruce Hector,43DT,Eagles,"$1,710,000","$570,000",$0,$0,0.00%,bruce-hector/7382/
Austin Traylor,TE,Lions,"$570,000","$570,000",$0,$0,0.00%,austin-traylor/5405/
Rico Gathers,TE,Browns,"$570,000","$570,000",$0,$0,0.00%,rico-gathers/4930/
Shane Smith,RB,Saints,"$570,000","$570,000",$0,$0,0.00%,shane-smith/6198/
Justin Currie,ILB,Seahawks,"$570,000","$570,000",$0,$0,0.00%,justin-currie/4574/
Keenan Reynolds,WR,Seahawks,"$570,000","$570,000",$0,$0,0.00%,keenan-reynolds/4895/
Jordan Roos,RG,Seahawks,"$570,000","$570,000",$0,$0,0.00%,jordan-roos/6208/
J.J. Jones,WR,Jets,"$1,710,000","$570,000",$0,$0,0.00%,j-j-jones/7332/
Leo Koloamatangi,C,Lions,"$1,710,000","$570,000",$0,$0,0.00%,leo-koloamatangi/6216/
Trevon Young,34OLB,Rams,"$1,710,000","$570,000",$0,$0,0.00%,trevon-young/7090/
Boston Scott,RB,Eagles,"$1,710,000","$570,000",$0,$0,0.00%,boston-scott/7086/
Makinton Dorleant,CB,Raiders,"$570,000","$570,000",$0,$0,0.00%,makinton-dorleant/5330/
Joshua Holsey,CB,Raiders,"$570,000","$570,000",$0,$0,0.00%,joshua-holsey/5821/
Keith Ford,RB,Packers,"$570,000","$570,000",$0,$0,0.00%,keith-ford/7213/
Detrez Newsome,RB,Chargers,"$1,710,000","$570,000",$0,$0,0.00%,detrez-newsome/7334/
Jamil Demby,LG,Rams,"$1,710,000","$570,000",$0,$0,0.00%,jamil-demby/7077/
Matt Flanagan,TE,Redskins,"$1,710,000","$570,000",$0,$0,0.00%,matt-flanagan/7398/
Dillon Day,C,49ers,"$570,000","$570,000",$0,$0,0.00%,dillon-day/4226/
Cameron Hunt,RG,Raiders,"$570,000","$570,000",$0,$0,0.00%,cameron-hunt/6265/
Corey Thompson,43OLB,Bills,"$1,710,000","$570,000",$0,$0,0.00%,corey-thompson/7218/
Tim Patrick,WR,Broncos,"$570,000","$570,000",$0,$0,0.00%,tim-patrick/6035/
Daniel Carlson,K,Raiders,"$570,000","$570,000",$0,$0,0.00%,daniel-carlson/7052/
Jalen Myrick,CB,Falcons,"$570,000","$570,000",$0,$0,0.00%,jalen-myrick/5808/
Pace Murphy,RT,Chiefs,"$570,000","$570,000",$0,$0,0.00%,pace-murphy/5200/
Jason Cabinda,ILB,Raiders,"$570,000","$570,000",$0,$0,0.00%,jason-cabinda/7371/
Lance Lenoir,TE,Cowboys,"$1,710,000","$570,000",$0,$0,0.00%,lance-lenoir/6361/
Chad Hansen,WR,Texans,"$570,000","$570,000",$0,$0,0.00%,chad-hansen/5727/
Deontay Burnett,WR,Jets,"$570,000","$570,000",$0,$0,0.00%,deontay-burnett/7188/
Doug Middleton,S,Jets,"$570,000","$570,000",$0,$0,0.00%,doug-middleton/5216/
Kai Nacua,S,Colts,"$570,000","$570,000",$0,$0,0.00%,kai-nacua/5972/
Tre'Von Johnson,ILB,Chargers,"$570,000","$570,000",$0,$0,0.00%,trevon-johnson/5933/
Ben Braden,LG,Jets,"$570,000","$570,000",$0,$0,0.00%,ben-braden/6289/
Frankie Luvu,34OLB,Jets,"$570,000","$570,000",$0,$0,0.00%,frankie-luvu/7245/
Pete Robertson,ILB,Cardinals,"$570,000","$570,000",$0,$0,0.00%,pete-robertson/5457/
J.T. Gray,S,Saints,"$570,000","$570,000",$0,$0,0.00%,j-t-gray/7504/
Darnell Sankey,ILB,Saints,"$570,000","$570,000",$0,$0,0.00%,darnell-sankey/5484/
Kyle Carter,TE,Bills,"$570,000","$570,000",$0,$0,0.00%,kyle-carter/5014/
Elijah Qualls,43DT,Buccaneers,"$570,000","$570,000",$0,$0,0.00%,elijah-qualls/5800/
Kenneth Durden,CB,Titans,"$1,710,000","$570,000",$0,$0,0.00%,kenneth-durden/5394/
Brandon Zylstra,WR,Vikings,"$1,710,000","$570,000",$0,$0,0.00%,brandon-zylstra/6873/
D'Juan Hines,43OLB,Chiefs,"$570,000","$570,000",$0,$0,0.00%,djuan-hines/7328/
Jordan Lasley,WR,Lions,"$570,000","$570,000",$0,$0,0.00%,jordan-lasley/7047/
Jermaine Grace,43OLB,Falcons,"$570,000","$570,000",$0,$0,0.00%,jermaine-grace/6282/
Chad Slade,LG,Giants,"$570,000","$570,000",$0,$0,0.00%,chad-slade/4188/
Jalen Tolliver,WR,Chiefs,"$570,000","$570,000",$0,$0,0.00%,jalen-tolliver/7546/
David Williams,RB,Broncos,"$570,000","$570,000",$0,$0,0.00%,david-williams/7111/
Landon Turner,RG,Seahawks,"$570,000","$570,000",$0,$0,0.00%,landon-turner/5109/
Gus Edwards,RB,Ravens,"$570,000","$570,000",$0,$0,0.00%,gus-edwards/7251/
De'Lance Turner,RB,Ravens,"$570,000","$570,000",$0,$0,0.00%,delance-turner/7262/
Woodrow Hamilton,43DT,Panthers,"$570,000","$570,000",$0,$0,0.00%,woodrow-hamilton/5223/
Cam Sims,WR,Redskins,"$1,710,000","$570,000",$0,$0,0.00%,cam-sims/7403/
Antwione Williams,43OLB,Panthers,"$570,000","$570,000",$0,$0,0.00%,antwione-williams/4882/
C.J. Reavis,S,Jaguars,"$1,710,000","$570,000",$0,$0,0.00%,c-j-reavis/7172/
