PLAYERID,DRAFTYEAR,POSITION,NAME,COLLEGE,ROUND,PICK,TEAM,NOTES,ATRAS,RAS,,"NOTE: RAS WILL BE INCORRECT FOR MOST 2019 PROSPECTS DUE TO RECENT UPDATES, THIS WILL EVEN OUT OVER TIME"
3508,1995,WR,Edward Hervey,USC,5,166,Cowboys,,,,,
3509,1995,OT,Eli Herring,Brigham Young,6,190,Raiders,,,,,
3510,1995,DT,Ellis Johnson,Florida,1,15,Colts,"|7.5SACK-1998,1999,2003|",,,,
3511,1995,WR,Eric Bjornson,Washington,4,110,Cowboys,,,,,
3512,1995,RB,Eric Johnson,Central Michigan,,,,,2.38,3.78,,
3513,1995,QB,Eric Zeier,Georgia,3,84,Browns,,,,,
3514,1995,OG,Evan Pilgrim,Brigham Young,3,87,Bears,,4.77,6.11,,
3515,1995,QB,Frank Costa,Miami,,,,,0.46,1.12,,
3516,1995,OC,Frank Garcia,Washington,4,132,Panthers,,,,,
3517,1995,WR,Frank Sanders,Auburn,2,47,Cardinals,|1kREC-1997;1998|750REC-1995;1996;1997;1998;1999|,,,,
3518,1995,RB,Fred McCrary,Mississippi State,6,208,Eagles,,,,,
3519,1995,WR,Freddie Solomon,South Carolina State,,,,,1,2.42,,
3520,1995,OT,Fritz Fequiere,Iowa,6,182,Broncos,,1.89,3.73,,
3521,1995,DT,Gary Walker,Auburn,5,159,Texans,"|ProBowl|10SACKS-1999|7.5SACK-1999,2001|",3.27,4.41,,
3522,1995,LB,Gerald Collins,Vanderbilt,,,,,3.22,4.68,,
3523,1995,DB,Gerald McBurrows,Kansas,7,214,Rams,,,,,
3524,1995,DT,Germaine Holden,Notre Dame,,,,,8.83,9.49,,
3525,1995,FS,Gerrick Walker,Missouri Southern,,,,,3.92,6.88,,
3526,1995,DT,Greg Black,North Carolina,,,,,0.58,0.73,,
3527,1995,TE,Greg Delong,North Carolina,,,,,1.23,2.8,,
3528,1995,DE,Greg Jefferson,Central Florida,3,72,Eagles,,8.09,9.27,,
3529,1995,WR,Hason Graham,Georgia,,,,,0.55,1.7,,
3530,1995,WR,Henry Bailey,Nevada Las Vegas,7,235,Steelers,,5.89,7.69,,
3531,1995,DT,Henry Mcmillian,Florida,6,180,Seahawks,,5.85,7.18,,
3532,1995,DE,Herbert Coleman,Trinity,7,238,49ers,,,,,
3533,1995,CB,Herman O'Berry,Oregon,7,220,Rams,,,,,
3534,1995,OG,Hessley Hempstead,Kansas,7,228,Lions,,,,,
3535,1995,OC,Hicham El Mashtoub,Arizona,,,,,,,,
3536,1995,OC,Hicham El-Mashtoub,Arizona,6,174,Texans,,,,,
3537,1995,OT,Howard Smothers,Bethune-Cookman,7,248,Eagles,,,,,
3538,1995,DE,Hugh Douglas,Central State,1,16,Jets,"|ProBowl|12.5SACK-1998,2000,2002|7.5SACK-1995,1996,1998,2000,2001,2002|",4.47,6.95,,
3539,1995,WR,J J Rowlett,UTEP,,,,,1.29,1.64,,
3540,1995,RB,J J Smith,Kansas State,,,,,,,,
3541,1995,WR,J.J. Stokes,UCLA,1,10,49ers,|750REC-1998|,,,,
3542,1995,WR,J.T. Thomas,Arizona State,7,240,Rams,,,,,
3543,1995,WR,Jack Jackson,Florida,4,116,Bears,,,,,
3544,1995,LB,Jamal Cox,Georgia Tech,7,229,Bears,,0.84,1.33,,
3545,1995,DE,Jamal Duff,San Diego State,6,204,Giants,,5.8,8.64,,
3546,1995,CB,Jamal Ellis,Duke,,,,,1.28,2.85,,
3547,1995,RB,Jamal Willis,Brigham Young,,,,,5.62,7.89,,
3548,1995,TE,James Mckeehan,Texas A&M,,,,,0.67,2.2,,
3549,1995,DE,James Roberson,Florida State,,,,,1.23,3.33,,
3550,1995,RB,James Stewart,Tennessee,1,19,Jaguars,1kRUSH-2000;2002|750RUSH-1999;2000;2002|,9.98,10,,
3551,1995,RB,James Stewart,Miami,5,157,Vikings,,,,,
3552,1995,TE,Jamie Asher,Louisville,5,137,Redskins,,3.3,7.01,,
3553,1995,OT,Jamie Brown,Florida A&M,4,121,Broncos,,2.34,2.74,,
3554,1995,DT,Jason Fisk,Stanford,7,243,Vikings,,,,,
3555,1995,LB,Jason Kyle,Arizona State,4,126,Seahawks,,9.55,9.97,,
3556,1995,QB,Jay Barker,Alabama,5,160,Packers,,2.2,5,,
3557,1995,OT,Jeff Jones,Texas A&M,,,,,6.6,8.58,,
3558,1995,LB,Jeff Kopp,Southern California,6,194,Dolphins,,3.76,5.35,,
3559,1995,OT,Jeff Kysar,Arizona State,5,154,Raiders,,3.46,5.42,,
3560,1995,OT,Jeff Miller,Mississippi,4,117,Packers,,0.19,0.61,,
3561,1995,DE,Jeff Rodgers,Texas A&M-Kingsville,7,227,Buccaneers,,,,,
3562,1995,TE,Jeremy Burkett,Colorado State,,,,,4.69,7.13,,
3563,1995,LB,Jerrott Willard,California,5,164,Chiefs,,,,,
3564,1995,QB,Jerry Colquitt,Tennessee,6,191,Panthers,,,,,
3565,1995,WR,Jerry Garrett,Wayne State,,,,,0.58,1.23,,
3566,1995,CB,Jerry Wilson,Southern,4,105,Buccaneers,,1.37,3.86,,
3567,1995,OT,Jesse James,Mississippi State,2,62,Rams,,4.53,6.89,,
3568,1995,LB,Jessie Cox,Texas Southern,7,223,Colts,,,,,
3569,1995,DE,Jim Hoffman,Arizona,,,,,0.86,1.58,,
3570,1995,CB,Jimmy Hitchcock,North Carolina,3,88,Patriots,,,,,
3571,1995,WR,Jimmy Oliver,Texas Christian,2,61,Chargers,,,,,
3572,1995,RB,Joe Aska,Central Oklahoma,3,86,Raiders,,7.44,9.02,,
3573,1995,TE,Joe Planansky,Chadron State,,,,,2.19,5,,
3574,1995,CB,Joey Ellis,Texas,,,,,,,,
3575,1995,WR,Joey Galloway,Ohio State,1,8,Seahawks,|1.25kREC-2005|1kREC-1995;1997;1998;2005;2006;2007|750REC-1995;1996;1997;1998;2002;2005;2006;2007|,,,,
3576,1995,DE,John Burrough,Wyoming,7,245,Falcons,,,,,
3577,1995,CB,John Herpin,Southern California,,,,,0.73,1.05,,
3578,1995,LB,John Holecek,Illinois,5,144,Bills,,6.58,8.96,,
3579,1995,QB,John Sacca,Eastern Kentucky,,,,,0.9,2.31,,
3580,1995,LB,John Solomon,Sam Houston State,6,189,Vikings,,,,,
3581,1995,QB,John Walsh,Brigham Young,7,213,Bengals,,,,,
3582,1995,WR,Johnny Thomas,Arizona State,,,,,0.72,2.51,,
3583,1995,LB,Jose White,Howard,7,232,Vikings,,,,,
3584,1995,DT,Josh Evans,Alabama-Birmingham,,,,,0.71,1.07,,
3585,1995,RB,Julius Young,Oregon State,,,,,4.15,6.59,,
3586,1995,WR,Justin Armour,Stanford,4,113,Bills,,4.23,6.13,,
3587,1995,LB,Justin Goheen,Notre Dame,,,,,1.12,1.11,,
3588,1995,CB,Kareem Leary,Utah,,,,,0.11,0.07,,
3589,1995,DE,Keif Bryant,Rutgers,7,216,Seahawks,,,,,
3590,1995,DE,Keith Washington,Nevada Las Vegas,,,,,2.54,4.75,,
3591,1995,QB,Kelly Holcomb,Middle Tennessee State,,,,,0.63,1.64,,
3592,1995,RB,Kelvin Anderson,Southeast Missouri State,,,,,1.9,3.46,,
3593,1995,LB,Ken Brown,Virginia Tech,4,124,Broncos,,,,,
3594,1995,OT,Ken Dammann,Rutgers,,,,,1.22,2.69,,
3595,1995,TE,Ken Dilger,Illinois,2,48,Colts,,7.05,9.33,,
3596,1995,WR,Ken Grace,Southern California,,,,,0.34,0.81,,
3597,1995,CB,Ken Irvin,Memphis,4,109,Bills,,2.34,5.02,,
3598,1995,DE,Kendall Brown,Louisville,,,,,,,,
3599,1995,TE,Kendall Watkins,Mississippi State,,,,,0.07,0,,
3600,1995,TE,Kendell Watkins,Mississippi State,2,59,Cowboys,,,,,
3601,1995,CB,Kenneth Riley,Florida A&M,,,,,0.14,0.11,,
3602,1995,CB,Kenny Gales,Wisconsin,6,193,Bears,,2.43,4.68,,
3603,1995,QB,Kerry Collins,Penn State,1,5,Panthers,|ProBowl|,,,,
3604,1995,WR,Kerry Hayes,Western Carolina,,,,,0.1,0.22,,
3605,1995,RB,Kevin Bouie,Mississippi State,7,210,Eagles,,1.97,3.17,,
3606,1995,DE,Kevin Carter,Florida,1,6,Rams,"|ProBowl|12.5SACK-1999|10SACKS-1998,1999,2000,2002|7.5SACK-1996,1997,1998,1999,2000,2002|",,,,
3607,1995,TE,Kevin Hickman,Navy,6,186,Lions,,,,,
3608,1995,QB,Kevin Mason,Syracuse,,,,,7.54,9.33,,
3609,1995,OG,Kevin Mays,Tennessee,,,,,6.71,8.19,,
3610,1995,WR,Kez McCorvey,Florida State,5,156,Lions,,,,,
3611,1995,RB,Ki-Jana Carter,Penn State,1,1,Bengals,,,,,
3612,1995,QB,Kordell Stewart,Colorado,2,60,Steelers,|ProBowl|,9.41,9.85,,
3613,1995,OT,Korey Stringer,Ohio State,1,24,Vikings,|ProBowl|,,,,
3614,1995,OG,Kris Pollack,Southern California,,,,,,,,
3615,1995,TE,Kyle Brady,Penn State,1,9,Jets,,8.42,10,,
3616,1995,TE,Lamont Frazier,Missouri,,,,,0.06,0.3,,
3617,1995,CB,Lance Brown,Indiana,5,161,Steelers,,,,,
3618,1995,OC,Lance Scott,Utah,5,165,Cardinals,,,,,
3619,1995,FB,Larry Jones,Miami,4,103,Redskins,,,,,
3620,1995,WR,Lee DeRamus,Wisconsin,6,184,Saints,,,,,
3621,1995,CB,Lee Flowers,Georgia Tech,5,151,Steelers,,,,,
3622,1995,CB,Lethon Flowers,Georgia Tech,,,,,3.77,5.06,,
3623,1995,LB,Linc Harden,Oklahoma State,4,130,Cowboys,,6.78,8.86,,
3624,1995,LB,Lorenzo Styles,Ohio State,3,77,Falcons,,,,,
3625,1995,TE,Lovell Pinkney,Texas,4,115,Rams,,,,,
3626,1995,DE,Luther Elliss,Utah,1,20,Lions,|ProBowl|7.5SACK-1997|,,,,
3627,1995,WR,Manley Woods,New Mexico,,,,,0.85,2.09,,
3628,1995,TE,Marcus Hinton,Alcorn State,,,,,2.55,5.18,,
3629,1995,OT,Marcus Price,Louisiana State,6,172,Jaguars,,0.83,1.98,,
3630,1995,OC,Mark Birchmeier,Michigan State,,,,,2.29,4.15,,
3631,1995,TE,Mark Bruener,Washington,1,27,Steelers,,6.94,9.39,,
3632,1995,LB,Mark Fields,Washington State,1,13,Saints,"|ProBowl|7.5SACK-1997,2002|",9.67,9.78,,
3633,1995,OT,Mark Hatfield,Bishop's,,,,,4.31,6.08,,
3634,1995,DB,Mark Montreuil,Concordia,7,237,Chargers,,,,,
3635,1995,FS,Marlon Kerner,Ohio State,3,76,Bills,,0.85,2.25,,
3636,1995,LB,Matt Dyson,Michigan,5,138,Raiders,,,,,
3637,1995,OT,Matt O'Dwyer,Northwestern,2,33,Jets,,6.95,8.96,,
3638,1995,OT,Melvin Hayes,Mississippi State,4,106,Jets,,3.79,5.61,,
3639,1995,FS,Melvin Johnson,Kentucky,2,43,Buccaneers,,3.08,6.25,,
3640,1995,OT,Melvin Tuten,Syracuse,3,69,Bengals,,8.37,9.81,,
3641,1995,LB,Michael Barber,Clemson,,,,,1.13,2.03,,
3642,1995,FB,Michael Davis,Mississippi State,,,,,1.79,3.11,,
3643,1995,DB,Michael Reed,Boston College,7,249,Panthers,,,,,
3644,1995,FB,Michael Roan,Wisconsin,4,101,Texans,,1.22,1.49,,
3645,1995,WR,Michael Senters,Northwestern,5,135,Panthers,,,,,
3646,1995,DT,Michael Tobias,Southern Mississippi,,,,,0.77,0.68,,
3647,1995,WR,Michael Westbrook,Colorado,1,4,Redskins,|1kREC-1999|750REC-1999|,8.21,9.61,,
3648,1995,DE,Mike Frederick,Virginia,3,94,Browns,,,,,
3649,1995,DE,Mike Fredrick,Virginia,,,,,2.31,4.97,,
3650,1995,DE,Mike Mamula,Boston College,1,7,Eagles,"|7.5SACK-1996,1999|",9.84,10,,
3651,1995,WR,Mike Miller,Notre Dame,5,147,Browns,,0.79,1.53,,
3652,1995,LB,Mike Morton,North Carolina,4,118,Raiders,,4.11,6.33,,
3653,1995,DT,Mike Pelton,Auburn,5,155,Chiefs,,,,,
3654,1995,CB,Mike Scurlock,Arizona,5,140,Rams,,4.83,7.9,,
3655,1995,DT,Mike Thompson,Wisconsin,4,123,Jaguars,,4.92,5.48,,
3656,1995,OG,Mike Verstegen,Wisconsin,3,75,Saints,,,,,
3657,1995,WR,Mill Coleman,Michigan State,,,,,,,,
3658,1995,RB,Napoleon Kaufman,Washington,1,18,Raiders,|1.25kRUSH-1997|1kRUSH-1997|750RUSH-1996;1997;1998|,5.92,7.48,,
3659,1995,RB,Norman Bradford,Grambling State,,,,,2.15,3.37,,
3660,1995,DT,Norman Hand,Mississippi,5,158,Dolphins,,,,,
3661,1995,DT,Oliver Gibson,Notre Dame,4,120,Steelers,,1.68,1.92,,
3662,1995,WR,Omar Ellison,Florida State,5,162,Chargers,,1.22,2.9,,
3663,1995,RB,Ontiwaun Carter,Arizona,,,,,1.19,2.48,,
3664,1995,FS,Orlanda Thomas,Southwestern Louisiana,,,,,7.29,9,,
3665,1995,DB,Orlando Thomas,Southwestern Louisiana,2,42,Vikings,,,,,
3666,1995,TE,Oscar Mcbride,Notre Dame,,,,,1.62,2.87,,
3667,1995,DT,Oscar Sturgis,North Carolina,7,236,Cowboys,,4.83,6.44,,
3668,1995,OG,Patrick Mcneil,Florida State,,,,,2.57,3.75,,
3669,1995,DT,Patrick Riley,Miami,2,52,Bears,,,,,
3670,1995,OC,Paul Greeley,Penn State,,,,,0.47,0.96,,
3671,1995,TE,Pete Mitchell,Boston College,4,122,Dolphins,,2.05,4.94,,
3672,1995,LB,Phil Yeboah-Kodie,Penn State,5,146,Broncos,,4.44,6.49,,
3673,1995,LB,Preston Harrison,Ohio State,3,98,Chargers,,5.67,7.78,,
3674,1995,RB,Rashaan Salaam,Colorado,1,21,Bears,|1kRUSH-1995|750RUSH-1995|,,,,
3675,1995,OT,Ray Forsythe,Central Florida,,,,,1.19,1.75,,
3676,1995,SS,Ray Mcelroy,Eastern Illinois,4,114,Colts,,3.66,4.62,,
3677,1995,RB,Ray Zellars,Notre Dame,2,44,Saints,,,,,
3678,1995,OT,Reuben Brown,Pittsburgh,,,,,1.68,3.25,,
3679,1995,DE,Rich Owens,Lehigh,5,152,Redskins,"|10SACKS-1996|7.5SACK-1996,1999|",,,,
3680,1995,DE,Ricky Ceasar,Northeastern Oklahoma A&M,,,,,1.51,3.62,,
3681,1995,DT,Riddick Parker,North Carolina,,,,,4.12,5.31,,
3682,1995,QB,Rob Johnson,USC,4,99,Jaguars,,,,,
3683,1995,OG,Rob Zatechka,Nebraska,4,128,Giants,,9.1,9.79,,
3684,1995,RB,Robert Baldwin,Duke,,,,,0.84,1.59,,
3685,1995,DT,Robert Stinson,Kentucky,,,,,3.09,4.12,,
3686,1995,WR,Robert Williams,Valdosta State,,,,,1.39,1.62,,
3687,1995,CB,Roderick Mullen,Grambling State,5,153,Giants,,7.81,9.66,,
3688,1995,RB,Rodney Thomas,Texas A&M,3,89,Texans,|750RUSH-1995|,4.04,6.79,,
3689,1995,SS,Rodney Young,Louisiana State,3,85,Giants,,4.79,6.79,,
3690,1995,WR,Roell Preston,Mississippi,5,145,Falcons,|ProBowl|,2.08,5.35,,
3691,1995,OT,Roge Purgason,North Carolina,,,,,0.11,0.47,,
3692,1995,RB,Roger Graham,New Haven,,,,,0.74,1.22,,
3693,1995,FS,Ron Johnson,Northeastern Oklahoma A&M,,,,,0.91,1,,
3694,1995,OT,Ronald Cherry,McNeese State,5,163,Lions,,1.52,2.97,,
3695,1995,CB,Ronald Davis,Tennessee,,,,,7.28,9.59,,
3696,1995,DB,Ronald Davis,Tennessee,2,41,Falcons,,,,,
3697,1995,OG,Ruben Brown,Pittsburgh,1,14,Bills,|ProBowl|,,,,
3698,1995,FB,Ryan Christopherson,Wyoming,5,169,Jaguars,,7.77,9.05,,
3699,1995,OT,Ryan Grigson,Purdue,6,175,Bengals,,,,,
3700,1995,SS,Sam Shade,Alabama,4,102,Bengals,,2.86,3.72,,
3701,1995,OT,Scott Gragg,Montana,2,54,Giants,,2.63,4.15,,
3702,1995,DB,Scott Turner,Illinois,7,226,Redskins,,,,,
3703,1995,DE,Scotty Lewis,Baylor,,,,,1.32,1.92,,
3704,1995,LB,Sean Harris,Arizona,3,83,Bears,,5.2,7.69,,
3705,1995,OG,Shane Hannah,Michigan State,2,63,Cowboys,,5.26,5.56,,
3706,1995,DT,Shannon Clavelle,Colorado,6,185,Bills,,,,,
3707,1995,CB,Shannon Garrett,Mississippi College,,,,,0.24,0.71,,
3708,1995,WR,Shannon Myers,Lenoir-Rhyne,7,246,Dolphins,,,,,
3709,1995,DE,Shawn King,Louisiana-Monroe,2,36,Panthers,,6.11,8.31,,
3710,1995,RB,Sherman Williams,Alabama,2,46,Cowboys,,,,,
3711,1995,LB,Silas Demary,Virginia State,,,,,0.97,1.27,,
3712,1995,WR,Stanley Flanders,Valdosta State,,,,,0,0,,
3713,1995,LB,Stephen Boyd,Boston College,5,141,Lions,|ProBowl|,4.89,7.12,,
3714,1995,OT,Steve Ingram,Maryland,7,215,Buccaneers,,0.37,0.94,,
3715,1995,K,Steve McLaughlin,Arizona,3,82,Rams,,,,,
3716,1995,QB,Steve Mcnair,Alcorn State,1,3,Texans,|ProBowl|,,,,
3717,1995,LB,Steve Russ,Air Force,7,218,Broncos,,7.7,9.3,,
3718,1995,QB,Steve Stenstrom,Stanford,4,134,Chiefs,,0.97,1.87,,
3719,1995,DT,Steve Strahan,Baylor,6,188,Panthers,,,,,
3720,1995,QB,Stoney Case,New Mexico,3,80,Cardinals,,4.83,7.39,,
3721,1995,WR,Tamarick Vanover,Florida State,3,81,Chiefs,,,,,
3722,1995,FB,Tarrant Lynch,Alabama,,,,,0,0,,
3723,1995,DT,Tau Pupua,Weber State,5,136,Browns,,,,,
3724,1995,LB,Ted Johnson,Colorado,2,57,Patriots,,7.24,9.11,,
3725,1995,CB,Terrance Shaw,Stephen F. Austin,2,34,Chargers,,5.04,8.43,,
3726,1995,RB,Terrell Davis,Georgia,6,196,Broncos,|HOF|ProBowl|,3.38,5.04,,
3727,1995,RB,Terrell Fletcher,Wisconsin,2,51,Chargers,,,,,
3728,1995,QB,Terry Dean,Florida,,,,,3.52,5.97,,
3729,1995,DT,Thomas Baskin,Texas,,,,,,,,
3730,1995,TE,Tim Hanshaw,Brigham Young,4,127,49ers,,,,,
3731,1995,LB,Tim Jones,Clemson,,,,,0.42,0.28,,
3732,1995,OG,Tirrell Greene,Miami,,,,,3.02,3.33,,
3733,1995,DB,Tito Paul,Ohio State,5,167,Cardinals,,,,,
3734,1995,OG,Todd Baczek,Northwestern,,,,,2.97,3.4,,
3735,1995,QB,Todd Collins,Michigan,2,45,Bills,,4.57,7.24,,
3736,1995,P,Todd Sauerbrun,West Virginia,2,56,Bears,,,,,
3737,1995,OC,Tom Barndt,Pittsburgh,6,207,Chiefs,,,,,
3738,1995,OC,Tom Nutten,Western Michigan,7,221,Bills,,,,,
3739,1995,CB,Tommy Johnson,Alabama,,,,,0.59,1.54,,
3740,1995,OT,Tony Berti,Colorado,6,200,Chargers,,8.48,9.91,,
3741,1995,OT,Tony Boselli,Southern California,1,2,Jaguars,|ProBowl|,8.7,9.86,,
3742,1995,FS,Tony Bouie,Arizona,,,,,0.65,1.38,,
3743,1995,TE,Tony Cline,Stanford,4,131,Bills,,8.2,9.88,,
3744,1995,FS,Tony Jones,Syracuse,,,,,2.66,5.25,,
3745,1995,CB,Torey Hunter,Washington State,3,95,Texans,,0.12,0.52,,
3746,1995,DB,Travis Davis,Notre Dame,7,242,Saints,,,,,
3747,1995,DE,Travis Hall,Brigham Young,6,181,Falcons,|10SACKS-1997|7.5SACK-1997|,3.86,6.5,,
3748,1995,RB,Travis Jervey,Citadel,5,170,Packers,,,,,
3749,1995,OT,Trezelle Jenkins,Michigan,1,31,Chiefs,,5.86,7.92,,
3750,1995,LB,Troy Dumas,Nebraska,3,97,Chiefs,,5.37,7.47,,
3751,1995,OG,Troy Sienkiewicz,New Mexico State,6,177,Chargers,,,,,
3752,1995,CB,Ty Law,Michigan,1,23,Patriots,|ProBowl|,,,,
3753,1995,WR,Tyrone Davis,Virginia,4,107,Jets,,,,,
3754,1995,CB,Tyrone Poole,Fort Valley State,1,22,Panthers,,5.85,8.65,,
3755,1995,RB,Tyrone Wheatley,Michigan,1,17,Giants,|1kRUSH-2000|750RUSH-1999;2000|,7.75,9.11,,
3756,1995,LB,Wardell Rouse,Clemson,6,179,Buccaneers,,2.57,3.7,,
3757,1995,DT,Warren Sapp,Miami,1,12,Buccaneers,"|HOF|ProBowl|12.5SACK-1999,2000|10SACKS-1997,1999,2000,2006|7.5SACK-1996,1997,1999,2000,2002,2006|",,,,
3758,1995,CB,Wesley Goggins,Jacksonville State,,,,,0.05,0,,
3759,1995,LB,Wesley Leasy,Mississippi State,7,224,Cardinals,,5.01,7.09,,
3760,1995,DT,Wilky Bazile,Syracuse,,,,,3.45,4.18,,
3761,1995,RB,William Henderson,North Carolina,3,66,Packers,|ProBowl|,,,,
3762,1995,CB,William Strong,North Carolina State,5,148,Saints,,3.19,5.96,,
3763,1995,LB,Willie Smith,Penn State,,,,,1.64,3.32,,
3764,1995,OG,Zach Wiegert,Nebraska,2,38,Rams,,,,,
3765,1995,FB,Zack Crockett,Florida State,3,79,Colts,,,,,
3766,1996,CB,Aaron Beasley,West Virginia,3,63,Jaguars,,2.86,5.07,,
3767,1996,OC,Aaron Graham,Nebraska,4,112,Cardinals,,1.03,1.94,,
3768,1996,QB,Aaron Sparrow,Norfolk State,,,,,3.61,6.33,,
3769,1996,SS,Adrian Robinson,Baylor,7,232,Colts,,2.99,2.11,,
3770,1996,LB,Alan Campos,Louisville,5,167,Cowboys,,8.13,9.41,,
3771,1996,CB,Alex Molden,Oregon,1,11,Saints,,8.66,9.69,,
3772,1996,WR,Alex Van Dyke,Nevada Las Vegas,2,31,Jets,,3.87,7.38,,
3773,1996,QB,Alfred Montez,Western New Mexico,,,,,0.53,1.09,,
3774,1996,WR,Amani Toomer,Michigan,2,34,Giants,|1.25kREC-2002|1kREC-1999;2000;2001;2002;2003|750REC-1999;2000;2001;2002;2003;2007|,9.38,10,,
3775,1996,OT,Andre Johnson,Penn State,1,30,Redskins,|ProBowl|,,,,
3776,1996,TE,Andy Fuller,Auburn,,,,,0.29,1.03,,
3777,1996,CB,Anthony Dorsett,Pittsburgh,6,177,Texans,,9.79,10,,
3778,1996,LB,Anthony Harris,Auburn,,,,,2.51,4.05,,
3779,1996,QB,Antwan Chiles,Liberty,,,,,3.53,5.65,,
3780,1996,LB,Ben Hanks,Florida,,,,,3.64,5.21,,
3781,1996,OC,Ben Lynch,California,7,211,Chiefs,,3.92,5.92,,
3782,1996,WR,Bobby Engram,Penn State,2,52,Bears,|1kREC-2007|750REC-1998;1999;2005;2007|,,,,
3783,1996,QB,Bobby Hoying,Ohio State,3,85,Eagles,,8.5,9.66,,
3784,1996,TE,Bobby Neely,Virginia,,,,,3.19,6.09,,
3785,1996,DB,Brad Ford,Alabama,4,129,Lions,,,,,
3786,1996,DE,Brady Smith,Colorado State,3,70,Saints,|7.5SACK-2001|,,,,
3787,1996,SS,Brandon Sanders,Arizona,,,,,1.56,1.11,,
3788,1996,OC,Brian Anderson,Mississippi State,,,,,5.43,7.38,,
3789,1996,FS,Brian Clark,Hofstra,,,,,1.35,1.76,,
3790,1996,SS,Brian Dawkins,Clemson,2,61,Eagles,|HOF|ProBowl|,3.93,5.11,,
3791,1996,P,Brian Gragert,Wyoming,7,236,Broncos,,,,,
3792,1996,RB,Brian Milne,Penn State,4,115,Colts,,,,,
3793,1996,TE,Brian Roche,San Jose State,3,81,Chargers,,6.78,8.74,,
3794,1996,WR,Brice Hunter,Georgia,7,251,Dolphins,,,,,
3795,1996,QB,Brook Berringer,Nebraska,,,,,9.08,10,,
3796,1996,RB,Bruce Presley,Rutgers,,,,,1.11,2.16,,
3797,1996,WR,Bryan Still,Virginia Tech,2,41,Chargers,,7.82,9.41,,
3798,1996,OC,Bryan Stoltenberg,Colorado,6,192,Chargers,,1.84,2.52,,
3799,1996,DE,Bryant Mix,Alcorn State,2,38,Texans,,1.41,1.77,,
3800,1996,OC,Bubba Miller,Tennessee,,,,,1.41,2.14,,
3801,1996,SS,Buster Owens,Georgia,,,,,3.09,2.44,,
3802,1996,LB,Carlos Emmons,Arkansas State,7,242,Steelers,,,,,
3803,1996,DE,Cedric Jones,Oklahoma,1,5,Giants,|7.5SACK-1999|,,,,
3804,1996,WR,Cedric Zachery,Georgia Tech,,,,,3.2,6.21,,
3805,1996,WR,Charlie Jones,Frenso State,4,114,Chargers,,1.43,3.59,,
3806,1996,OG,Chris Banks,Kansas,7,226,Broncos,,5.48,6.58,,
3807,1996,OG,Chris Cooley,Rice,,,,|ProBowl|,7.71,8.77,,
3808,1996,RB,Chris Darkins,Minnesota,4,123,Packers,,9.94,9.96,,
3809,1996,WR,Chris Doering,Florida,6,185,Jaguars,,0.88,1.73,,
3810,1996,TE,Chris Griffin,New Mexico,6,173,Patriots,,,,,
3811,1996,OT,Chris Harrison,Virginia,,,,,1.76,3.61,,
3812,1996,DB,Chris Hayes,Washington State,7,210,Jets,,,,,
3813,1996,RB,Chris Parker,Marshall,,,,,6.42,8.19,,
3814,1996,DE,Chris Sullivan,Boston College,4,119,Patriots,,5.2,7.83,,
3815,1996,OG,Chris Villarrial,Indiana,5,152,Bears,,4.31,4.97,,
3816,1996,DT,Christian Peter,Nebraska,5,149,Patriots,,,,,
3817,1996,DT,Chuck Osborne,Arizona,7,222,Rams,,,,,
3818,1996,WR,Clarence Jones,Tennessee State,7,227,Jaguars,,5.48,8.14,,
3819,1996,FS,Clarence Sutton,Appalachian State,,,,,2.23,3.08,,
3820,1996,OC,Clay Shiver,Florida State,3,67,Cowboys,,,,,
3821,1996,SS,Conrad Hamilton,Eastern New Mexico,7,214,Giants,,6.96,8.22,,
3822,1996,LB,Craig Sauer,Minnesota,6,188,Falcons,,,,,
3823,1996,WR,Curtis Brown,Alabama,,,,,0.96,1.96,,
3824,1996,DE,Dan Brandenberg,Indiana State,,,,,9.14,9.65,,
3825,1996,DE,Dan Brandenburg,Indiana State,7,237,Bills,,,,,
3826,1996,QB,Danny Kanell,Florida State,4,130,Giants,,,,,
3827,1996,OC,Darius Smith,Sam Houston State,7,224,Raiders,,,,,
3828,1996,DB,Darrell Williams,Tennessee State,7,245,Chiefs,,,,,
3829,1996,CB,Darrius Johnson,Oklahoma,4,122,Broncos,,,,,
3830,1996,DE,Daryl Gardener,Baylor,1,20,Dolphins,,4.35,6.87,,
3831,1996,DE,Daryl Price,Colorado,4,128,49ers,,9.13,9.9,,
3832,1996,QB,Dave Dickenson,Montana,,,,,0.2,0.68,,
3833,1996,DT,David Barnard,Florida,,,,,0.67,0.42,,
3834,1996,OC,David Millwee,Tulsa,,,,,3.97,5.44,,
3835,1996,WR,DeAndre Maxwell,San Diego State,7,250,Redskins,,,,,
3836,1996,CB,Dedric Mathis,Houston,2,51,Colts,,9.04,9.83,,
3837,1996,CB,Dell Mcgee,Auburn,5,162,Cardinals,,2.61,5.14,,
3838,1996,CB,Deron Jenkins,Tennessee,2,55,Ravens,,3.96,7.97,,
3839,1996,RB,Derrick Harris,Miami,6,175,Rams,,,,,
3840,1996,WR,Derrick Mayes,Notre Dame,2,56,Packers,|750REC-1999|,4.2,7.15,,
3841,1996,FB,Detron Smith,Texas A&M,3,65,Broncos,|ProBowl|,7.69,8.77,,
3842,1996,DE,Devin Wyman,Kentucky State,6,206,Patriots,,,,,
