PLAYERID,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE,ARMLENGTH,HANDSIZE
8317,,,,,32,904,,7.25,34.25,11
8318,,,,,,,,,,
8319,5.04,2.92,1.71,31,30,903,4.55,7.39,,
8320,,,,,,,,,33.25,10.125
8321,,,,,38.5,,,,,
8322,4.72,2.69,1.66,,31.5,909,4.18,6.96,,
8323,4.51,2.59,1.54,,35,909,4.42,6.88,,
8324,,,,,30.5,711,4.8,7.67,33.5,10.25
8325,4.38,2.56,1.53,,39.5,,,6.93,,
8326,,,,,,,,,,9.75
8327,4.57,2.64,1.56,,35,,4.24,,,
8328,4.66,2.65,1.55,,36.5,1002,4.36,7.11,33,9.75
8329,,,,,,,,,,
8330,,,,,,,,,,
8331,,,,,35,,,,,
8332,,,,,,,,,31.5,9.75
8333,,,,,,,,,,
8334,,,,,39.5,1001,4.17,,,
8335,4.9,2.79,1.7,,,,,,,
8336,4.49,2.58,1.56,15,36,1000,4.03,6.87,,
8337,4.61,2.67,1.59,13,39.5,1009,4.03,6.7,,
8338,,,,,,,,,,
8339,5.28,3.01,1.78,,,,4.88,7.91,,
8340,4.81,2.71,1.63,22,,906,4.53,7.28,33.75,10.375
8341,4.7,2.7,1.63,26,31,906,,,,
8342,,,,,30,,4.54,7.57,,
8343,5.18,2.96,1.81,,31,900,4.73,7.07,,
8344,4.36,2.49,1.45,,31.5,1002,,,,
8345,4.55,2.62,1.59,21,36,1010,4.33,6.81,,
8346,4.51,2.58,1.54,,,,,,,
8347,5.5,3.13,1.87,29,28.5,900,4.92,8.02,34.5,10.375
8348,,,,,,,,,,9.75
8349,5.05,2.91,1.69,36,30,,,,,
8350,,,,,33.5,906,4.18,7.05,,
8351,,,,,,,,,,
8352,5.14,2.95,1.74,,27,,4.44,7.37,,
8353,4.56,2.65,1.57,8,36,910,,,,
8354,4.82,2.78,1.64,26,33.5,908,4.29,7.37,32.75,9.125
8355,4.53,2.61,1.55,,39,,4.14,,,
8356,4.71,2.7,1.63,21,29.5,905,4.48,7.4,,
8357,4.46,2.56,1.49,,,,,,32.375,9.375
8358,5.25,3.02,1.81,23,23,711,4.61,7.33,,
8359,,,,,,,,,,
8360,4.45,2.59,1.59,,35,,4.27,6.74,,
8361,4.43,2.53,1.49,,38.5,1007,4.08,6.72,,
8362,,,,,37.5,1003,4.26,6.87,31.5,9.75
8363,,,,,32.5,,,,33,9.5
8364,,,,,,,,,,
8365,4.52,2.63,1.62,,36,,4.24,7.07,,
8366,,,,,38.5,,,,,
8367,4.42,2.57,1.49,,38.5,1006,4.19,7.17,31,8.625
8368,,,,9,34.5,1003,,,32,9.25
8369,4.75,2.73,1.63,,35,910,4.4,7.73,33.25,10
8370,,,,,,,,,31.5,9.75
8371,4.82,2.76,1.66,19,31.5,902,4.41,7.31,,
8372,4.58,2.69,1.63,13,32.5,,,,,
8373,,,,,,,,,,
8374,,,,,32.5,901,4.04,6.78,,
8375,5.5,3.13,1.87,28,28.5,900,4.92,8.02,32.75,9.75
8376,4.38,2.51,1.46,,,,,,,
8377,4.48,2.6,1.55,,33,,4.37,7.03,,
8378,,,,,,,,,,
8379,4.54,2.59,1.53,32,33.5,909,4.19,6.84,33.25,10.5
8380,5.13,2.9,1.78,,33,904,4.83,7.59,,
8381,,,,,,,,,,
8382,,,,,,,,,,
8383,,,,,,,,,,
8384,4.58,2.63,1.59,,42,,,,,
8385,5.02,2.88,1.68,17,30,910,,,,
8386,,,,,,,,,,
8387,,,,,40.5,1011,,,,
8388,,,,,26,902,4.69,7.32,,
8389,,,,,,,,,,
8390,4.4,2.54,1.5,21,37,,4.26,7.07,,
8391,4.62,2.61,1.53,18,33,902,4.18,6.91,,
8392,4.6,2.61,1.54,,38.5,907,4.29,6.71,,
8393,4.73,2.71,1.6,,31.5,904,4.24,7.07,,
8394,4.43,2.58,1.5,,32,1005,,,,
8395,,,,,,,,,32,9.875
8396,4.49,2.61,1.62,16,40,1009,4.26,7.22,31.625,9.75
8397,,,,,,,,,32.625,9.5
8398,,,,,,,,,,
8399,4.64,2.66,1.54,,40,1010,,,,
8400,5.18,2.96,1.75,,33,810,4.63,7.52,,
8401,4.47,2.57,1.52,25,40,1005,4.07,6.6,,
8402,,,,,,,,,,
8403,,,,31,,806,,,,
8404,5.17,2.96,1.75,20,28.5,810,4.75,7.31,31.5,9.25
8405,4.82,2.77,1.62,,,905,4.42,7.15,33.5,10.125
8406,,,,,,,,,,
8407,,,,,,,,,,
8408,5.28,3.01,1.79,19,25,710,4.93,7.88,35.5,9
8409,4.96,2.79,1.69,,30.5,811,4.7,7.51,,
8410,4.36,2.53,1.49,18,35,1006,,6.89,,
8411,5.35,3.05,1.84,,27.5,711,4.83,,,
8412,,,,,,,,7.67,34.25,9.75
8413,4.76,2.78,1.63,,36,,,,,
8414,,,,,,,,,34.125,10
8415,4.54,2.62,1.56,,,,4.55,7.41,,
8416,4.48,2.53,1.53,20,35,906,4.05,6.75,,
8417,,,,,,,,,33.125,9.625
8418,4.33,2.51,1.48,31,32,1002,4.32,6.9,,
8419,4.69,2.71,1.62,,32,907,4.53,7.09,33.375,9.125
8420,,,,,,,,,,
8421,5.29,2.99,1.78,,23.5,708,4.86,7.61,,
8422,4.53,2.62,1.53,,,,4.07,,31.375,9.25
8423,,,,,,,,,,
8424,4.38,2.51,1.5,,,,,,29.75,9.125
8425,4.89,2.84,1.64,14,30.5,904,4.52,7.19,32.5,10.125
8426,,,,,,,,,31,10.25
8427,4.79,2.77,1.64,28,35,903,4.28,7.42,33.375,9.25
8428,4.54,2.56,1.59,19,33,911,4.21,6.75,29.5,10.25
8429,4.44,2.59,1.53,,40,1007,4.22,,,
8430,,,,,,,,,,
8431,4.59,2.65,1.63,10,34,905,4.54,6.94,32.75,8.25
8432,,,,,37,1008,,,,
8433,4.78,2.76,1.62,17,31,908,4.45,7.36,33.75,9.75
8434,,,,,,,,,31.75,10
8435,,,,,,,,,,
8436,4.48,2.62,1.59,,,,,,,
8437,5.15,2.96,1.76,,34.5,903,4.88,8.2,,
8438,,,,,,,,,,
8439,,,,,,,,,,
8440,5.39,3.04,1.81,,,704,4.78,7.93,,
8441,4.66,2.71,1.58,,35,,4.14,,33.5,9.875
8442,4.49,2.56,1.5,,,,,,31.75,8.5
8443,,,,,,,,,,9.5
8444,,,,,,1010,4.45,7.26,34.75,10.375
8445,4.52,2.57,1.5,,,,,,30.25,9.5
8446,4.33,2.51,1.47,12,36.5,1003,3.99,6.74,,
8447,4.44,2.59,1.52,,,,,,31,9.625
8448,5.55,3.24,1.91,23,34.5,,4.62,7.64,,
8449,,,,,,,,,,
8450,4.61,2.64,1.57,,,,,,33,9.25
8451,4.41,2.55,1.48,,36.5,,4.04,7.05,,
8452,4.87,2.84,1.69,,34.5,1000,,,,
8453,,,,,,,4.47,,31.125,9.375
8454,,,,,,,,,33.25,10
8455,4.79,2.81,1.63,,,900,,,31,9.25
8456,,,,,,,,,,10.125
8457,,,,,,,,,30.375,10.25
8458,,,,,,,4.56,,32.75,10.75
8459,,,,,,,,,,
8460,,,,,,,,,30,9.375
8461,,,,,,,,,,
8462,,,,,,,,,,
8463,4.58,2.68,1.58,,35,,,,32,10
8464,,,,,,,4.44,7.54,32,10
8465,4.83,2.81,1.63,36,38,1001,4.5,7.25,33.375,10.125
8466,,,,,,,,,,
8467,4.67,2.67,1.62,25,38.5,907,,,32.5,9.875
8468,5.38,3.14,1.84,23,27.5,804,4.83,7.82,32.75,9.625
8469,4.53,2.62,1.53,15,36.5,1003,4.19,6.85,,
8470,4.47,2.58,1.53,23,,,,,33,9.875
8471,4.69,2.71,1.62,,,906,,,34.875,9.875
8472,,,,31,24,803,4.95,7.96,,
8473,4.99,2.79,1.71,,25,807,4.66,7.6,33.5,10.25
8474,,,,,,911,,,,
8475,,,,,,,,,,
8476,4.86,2.87,1.69,,,,,7.33,,9.5
8477,4.63,2.65,1.59,16,27,905,4.77,7.33,,
8478,,,,,,,,,,9.25
8479,4.49,2.62,1.53,,,,,,,
8480,4.57,2.67,1.54,,,,4.45,7,,
8481,5.48,3.1,1.89,20,24.5,711,5.4,8.47,,
8482,,,,,,,,,33.625,10.25
8483,4.72,2.69,1.6,20,35,909,4.42,7.05,32.5,10
8484,,,,,,,,,,
8485,4.4,2.53,1.5,,35.5,905,,6.9,,
8486,4.53,2.62,1.53,17,,1000,,,,
8487,,,,,,,,,34.75,9.75
8488,,,,,,,,,,
8489,4.46,2.58,1.53,,,903,4.37,6.53,,
8490,4.59,2.58,1.56,24,32,904,4.27,6.94,,
8491,,,,,,,,,31.625,9.625
8492,4.63,2.61,1.56,,,,,,,
8493,,,,,,801,4.97,8.14,,
8494,,,,,,,,,,
8495,,,,,,,,,,
8496,,,,,,,4.4,7.33,31.25,9.625
8497,4.75,2.76,1.59,,,,,,,
8498,4.83,2.81,1.63,18,31.5,910,4.53,7.29,33.75,10.375
8499,,,,,,,,,,
8500,,,,,,,,,,
8501,4.52,2.64,1.5,,32,907,4.26,6.81,,
8502,4.43,2.56,1.48,,35.5,909,4.52,7.08,32.125,9.25
8503,4.95,2.89,1.67,26,33,905,4.46,,,
8504,,,,,,,4.23,,33.125,10.25
8505,,,,,,,,,,
8506,4.54,2.62,1.55,12,36.5,901,4.1,6.64,,
8507,4.54,2.62,1.55,,,,,,,
8508,,,,,,,,,,
8509,4.47,2.59,1.49,18,,907,4.21,6.96,,
8510,4.92,2.82,1.67,35,31,910,4.45,7.44,,
8511,4.42,2.53,1.53,,,,,7.09,32,10
8512,,,,,32.5,1002,4.2,6.87,,
8513,,,,,,,,,30,9
8514,4.52,2.56,1.51,,,,4.13,6.7,,
8515,,,,,,,,,,9.75
8516,,,,20,31.5,803,4.9,8.09,33,9.375
8517,4.38,2.53,1.46,19,36,,,,,
8518,,,,,,,,,,
8519,,,,,,,,,,
8520,,,,,,,,,,
8521,,,,,,,,,,
8522,4.57,2.69,1.56,,32,,4.42,7.11,,
8523,,,,,,,,,,
8524,,,,,,,,,,
8525,,,,36,34.5,908,4.45,7.32,,
8526,,,,,31,909,,,34.625,10
8527,5.2,2.94,1.73,,26,803,4.85,,34.25,10.25
8528,,,,,,808,4.65,,,
8529,4.63,2.67,1.58,30,34.5,904,4.35,7.23,,
8530,4.57,2.7,1.55,,36,905,4.24,6.85,,
8531,4.83,2.82,1.64,29,34,902,4.4,7.37,,
8532,5.32,3.03,1.75,,,,,,34,9.25
8533,4.67,2.68,1.59,,,,,,29.75,8.625
8534,,,,,,,,,33.5,9.375
8535,,,,,25,803,,,,
8536,,,,,,,,,32.75,8.75
8537,,,,,,,,,32.625,9
8538,,,,,,,,,,
8539,4.95,2.89,1.67,,,,,,,9.5
8540,5.28,2.99,1.78,,25.5,806,4.75,7.73,,
8541,4.45,2.6,1.55,13,33.5,908,4.18,6.95,,
8542,,,,,,,4.43,6.96,30.375,8.625
8543,4.64,2.7,1.58,19,34.5,1001,,,34.75,10.25
8544,,,,,26.5,710,5.01,8.58,33.5,9.875
8545,,,,,,,,,,10.25
8546,,,,,,,4.24,6.86,,
8547,,,,,,,,,,
8548,4.45,2.58,1.49,11,41,911,4.25,7.51,,
8549,4.59,2.62,1.61,,38,,,6.83,,
8550,,,,,28,800,4.67,7.99,33,10.25
8551,4.68,2.68,1.53,15,35,,4.1,6.75,,
8552,4.47,2.57,1.53,,36.5,908,4.34,6.94,,
8553,,,,,,,,,,
8554,4.66,2.6,1.58,28,41,1004,4.38,6.91,33.625,9.25
8555,4.78,2.76,1.6,20,36.5,1002,4.38,7.03,,
8556,4.43,2.52,1.53,,,,,7.22,,
8557,4.69,2.73,1.59,,,,,,,
8558,4.45,2.55,1.5,,,,,,29.625,9.125
8559,4.72,2.72,1.59,,,,4.18,6.81,33.5,9.5
8560,,,,,,,,,,
8561,,,,21,33,908,,,,
8562,,,,,,,4.56,7.25,33,10.25
8563,4.5,2.58,1.5,,40.5,1011,,,29.75,9
8564,4.94,2.88,1.69,21,29,905,4.66,7.27,32.75,10
8565,,,,,,,,,32.625,10
8566,,,,,,,,,,9.125
8567,4.71,2.72,1.58,22,33.5,906,4.38,7.2,,
8568,4.3,2.49,1.44,15,36.5,1005,4.25,6.67,,
8569,,,,,,,,,31.25,10.25
8570,,,,,,,,,34,9.5
8571,,,,19,,,,,,
8572,4.49,2.59,1.49,26,39,1009,,,33.5,10.125
8573,,,,,,,4.39,6.92,33.75,10.125
8574,,,,,,,4.73,7.26,30.5,9.375
8575,4.5,2.58,1.5,,,,3.89,6.66,30.25,9.625
8576,4.47,2.57,1.51,,,,4.11,,,
8577,4.78,2.77,1.62,19,31,,,,,
8578,4.43,2.58,1.54,,35.5,1000,4.25,7.06,33.5,10.125
8579,,,,,,,,,,
8580,4.43,2.61,1.52,,35,1003,4.31,6.91,,
8581,,,,,,,,,,
8582,,,,29,,,,,,
8583,4.67,2.69,1.62,22,30,909,4.22,6.94,32.625,10.125
8584,,,,,,,,,,9.5
8585,,,,,,,,,32.25,10
8586,,,,,,,,,33,10.125
8587,5.09,2.97,1.71,32,31.5,809,4.5,7.43,,
8588,,,,,,,,,,
8589,,,,,,,4.62,,33.125,10.25
8590,4.58,2.63,1.57,,,1000,4.18,6.91,,
8591,5,2.84,1.73,17,,809,4.51,7.64,,
8592,5.16,2.89,1.76,16,,,4.64,7.49,,
8593,,,,,,,,,,10
8594,4.61,2.65,1.56,,32.5,810,4.27,7.3,31.75,9.625
8595,4.88,2.89,1.64,19,30,900,4.25,7.07,,
8596,5.28,3.02,1.84,,,,,,,
8597,,,,,,,,7.22,34.25,9.75
8598,4.52,2.58,1.52,14,36.5,1003,3.92,6.62,,
8599,4.49,2.62,1.52,19,37.5,1005,4.22,7.01,,
8600,4.75,2.71,1.6,,32,905,,,30.25,9.125
8601,4.65,2.7,1.62,,32,900,,,,
8602,4.49,2.59,1.53,20,38.5,1010,4.42,6.89,,
8603,4.98,,,,,,,,31.75,9.25
8604,4.47,2.59,1.5,,,,,,34,9
8605,,,,,,,,,32.5,9
8606,4.73,2.71,1.6,,,,,,,
8607,4.45,2.55,1.5,,41,,,,,
8608,4.64,2.7,1.58,23,34,911,4.28,6.81,,
8609,,,,,,,,,30.5,9.5
8610,,,,,,,,,,
8611,,,,,,,,,,
8612,5.04,2.82,1.76,,27.5,902,,,,
8613,4.59,2.66,1.58,,,,,,30.375,9
8614,,,,,,,4.33,,,
8615,,,,,,,,,,
8616,5.25,2.99,1.79,,25.5,802,4.75,,34.5,10.625
8617,5.45,3.09,1.83,20,27.5,711,4.84,7.7,,
8618,4.76,2.84,1.69,,,810,4.77,,34.5,9.75
8619,4.76,2.79,1.62,30,30,808,4.71,8.03,35.75,10
8620,,,,,,,,,,
8621,,,,,,,,,29,8.375
8622,4.74,2.71,1.59,,,907,,,32,9.625
8623,,,,,,,,,34.5,10.25
8624,4.78,2.76,1.6,,,905,4.47,7.23,,
8625,4.65,2.63,1.62,,35,1000,4.06,6.71,,
8626,4.5,2.59,1.52,17,29,811,4.18,6.82,31,9.375
8627,,,,,,,,,,
8628,,,,,,,4.45,6.95,31.5,8.5
8629,5.22,2.95,1.73,,30.5,807,4.94,7.66,32.25,10.875
8630,4.48,2.56,1.52,,,1000,4.2,6.93,,
8631,,,,,,,,,,
8632,4.55,2.62,1.53,,,,,,,
8633,,,,,,,,,33,9.5
8634,4.72,2.75,1.64,20,31,908,,,,
8635,4.51,2.59,1.55,,,,4.08,6.66,33,9.375
8636,,,,23,,,,,,
8637,4.49,2.61,1.53,18,,,4.3,6.79,,
8638,,,,,,,,,32.875,10.5
8639,,,,,32.5,1003,,,31.5,9.25
8640,5.09,2.66,1.74,,18.5,700,5.27,8.02,,
8641,4.53,2.61,1.56,,,,,,,
8642,4.55,2.63,1.6,,36,,4.4,7.29,,
8643,4.86,2.65,1.68,,,,,,34.5,9.375
8644,5.26,2.97,1.78,23,,,4.74,7.41,35.5,9.625
8645,,,,,,,,,30.75,10
8646,4.78,2.76,1.61,22,30,902,4.32,7.03,,
8647,,,,,,,,,,
8648,,,,,,,,,34,10
8649,4.86,2.76,1.62,,36.5,,,,,
8650,,,,,,,,,32.5,9.125
8651,,,,,,,,,,
8652,4.61,2.66,1.54,23,,,,7.42,32.5,9.875
8653,,,,21,37.5,,,,,
8654,5.16,2.99,1.75,23,31,,,,33.875,10.625
8655,4.43,2.54,1.53,,,,,,31.5,9.625
8656,4.53,2.62,1.53,,35.5,911,4.17,6.94,,
8657,,,,,,,,,,
8658,5.13,2.89,1.78,,28.5,808,4.59,7.65,31.5,9.125
8659,,,,16,,1004,,,,
8660,,,,,,,,,,
8661,4.89,2.85,1.66,25,33.5,904,4.4,7.55,,
8662,4.51,2.59,1.55,,,1007,4.15,7.07,34.75,9.5
8663,,,,21,33,,,,32.75,9
8664,,,,,,,,,,
8665,,,,,,,,,,
8666,4.78,2.77,1.61,17,28.5,902,4.44,7.15,,
8667,,,,24,,,,,,
8668,,,,,,,,,,9.25
8669,4.46,2.57,1.53,17,36,1003,4.16,6.63,,
8670,,,,,,,,,,9
8671,4.83,2.82,1.66,,,,4.23,7,33.375,10
8672,4.71,2.72,1.59,24,31.5,900,4.28,6.96,32.875,9.25
8673,4.58,2.64,1.58,11,34.5,910,4.31,6.75,,
8674,4.7,2.71,1.59,,31.5,901,4.53,7.21,,
8675,4.86,2.86,1.7,,35,,,,,
8676,,,,,,,,,,
8677,,,,,,,,,33,9.25
8678,,,,,,,4.24,7.11,,
8679,4.59,2.68,1.57,21,34.5,905,4.2,,,
8680,,,,16,24.5,802,4.92,8.06,,
8681,4.79,2.82,1.58,22,32,901,,,33.375,10.125
8682,,,,20,37.5,1001,,,29,9
8683,4.98,2.86,1.68,28,31,906,4.64,7.3,34.75,10.5
8684,5.45,3.03,1.83,26,28.5,809,4.77,8.8,,
8685,4.75,2.71,1.6,14,41.5,908,4.22,6.91,,
8686,,,,28,34.5,,4.34,,,
8687,4.72,2.69,1.61,,,,,7.65,,
8688,4.4,2.52,1.48,,,,,,29.625,8.75
8689,,,,,,,,,,
8690,,,,,,,,,,
8691,4.51,2.6,1.52,,,1002,,7.1,32.75,9.5
8692,4.52,2.62,1.53,,,,,6.79,30.875,9.75
8693,,,,,,,,,,
8694,4.88,2.89,1.64,,27,,4.66,,34,9
8695,,,,29,,,,,,
8696,4.58,2.65,1.57,,31,906,4.35,,31,10
8697,,,,,,,,,,9
8698,,,,,,,,,34.875,10.25
8699,,,,,,,,,34.125,10
8700,5.19,2.99,1.78,25,27.5,800,4.72,7.89,34,10.5
8701,5.05,2.94,1.72,32,33,808,4.69,7.69,,
8702,,,,,,,,,,
8703,,,,,,,4.46,7.07,34.375,9.875
8704,,,,,,,,,,
8705,4.7,2.71,1.61,20,35,911,4.65,7.32,33,9.5
8706,,,,,,,,,32.75,8.875
8707,5,2.82,1.72,19,32.5,904,4.48,7.47,,
8708,4.93,2.82,1.69,,,,,,34,10
8709,,,,,,,,,,
8710,4.63,2.66,1.58,24,33.5,910,4.34,7.21,,
8711,5.1,2.97,1.69,28,27,900,4.66,7.4,33.375,11
8712,4.47,2.59,1.49,,,1100,,,,
8713,4.58,2.63,1.57,,,1004,4.2,7,,
8714,,,,,,,,,,
8715,,,,,,,,,32.25,9.5
8716,4.45,2.58,1.49,,30,,,,,
8717,,,,,,,,,34.5,9.5
8718,4.47,2.59,1.51,,32,905,,,,
8719,5.13,2.9,1.77,32,36.5,903,4.5,7.51,34.25,9.75
8720,,,,16,,906,4.76,7.8,36,11
8721,,,,28,28,807,,,34.75,9.375
8722,,,,,,,,,32.75,10.25
8723,4.46,2.58,1.51,,36.5,,,,,
8724,4.55,2.63,1.57,23,39,1006,4.25,,28,9.375
8725,4.65,2.61,1.59,,,,,,31.5,8.5
8726,4.75,2.76,1.58,20,30.5,,4.35,7.06,,
8727,4.48,2.66,1.61,30,36.5,,4.25,,,
8728,,,,20,31,,4.37,7.02,33,10
8729,4.64,2.7,1.63,22,35,907,4.34,7.21,,
8730,,,,,,,,,,9
8731,5.15,2.99,1.75,31,29.5,806,4.45,7.35,,
8732,4.53,2.6,1.55,15,33.5,903,4.35,7.23,,
8733,,,,,,,,,33.75,10.5
8734,5.15,2.97,1.75,30,26.5,,4.42,,34.25,9.625
8735,,,,,34.5,,,7.09,,
8736,4.93,2.84,1.69,21,29,809,4.64,7.22,34,9.875
8737,5.08,2.88,1.72,,,901,,,32.625,10.25
8738,,,,,,,,,,
8739,4.95,2.85,1.68,,,,4.6,7.4,,
8740,4.36,2.58,1.48,,,,4.16,,,
8741,,,,,,,,,,9.5
8742,,,,,,,4.43,6.92,,
8743,4.61,2.64,1.56,,38.5,910,4.1,7.05,32.375,10.125
8744,,,,35,35,,4.56,7.87,,
8745,5.28,2.92,1.75,32,32,901,4.83,7.78,,
8746,,,,,,,,,,
8747,4.58,2.64,1.57,15,31.5,,,,,
8748,,,,,,,,,,
8749,4.64,2.62,1.6,12,30,,4.19,6.9,,
8750,4.78,2.78,1.61,,32.5,,4.28,7.31,,
8751,,,,,28.5,806,4.8,8.12,,
8752,,,,20,,,,,34,9.75
8753,,,,,,,,,32,8.875
8754,5,2.88,1.68,33,31,,4.31,7.28,35.125,10.5
8755,4.72,2.72,1.6,,33,911,,,30.5,9.125
8756,,,,,,,,,,
8757,4.4,2.52,1.48,,37.5,,,6.8,,
8758,4.86,2.86,1.69,,34,910,4.45,7.15,37.75,11.125
8759,,,,,,,,,,
8760,4.42,2.56,1.48,21,36.5,1009,4.37,7.33,,
8761,4.49,2.6,1.48,,37.5,1006,,6.94,,
8762,4.75,2.7,1.61,,,,,,,
8763,,,,,,,,,,
8764,4.53,2.62,1.55,,37.5,1004,4.22,7.06,31.75,9
8765,4.93,2.78,1.67,,,902,4.47,7.28,,
8766,,,,21,,,,,32,8.75
8767,4.67,2.75,1.63,18,35.5,1000,4.41,7.4,33,9.375
8768,,,,,,,,,32.5,9.25
8769,4.47,2.59,1.59,11,36,1003,3.99,6.61,,
8770,4.64,2.71,1.65,30,33,903,4.18,6.83,,
8771,5.4,3.1,1.8,,,,4.83,,33.25,
8772,,,,,,,,,34.875,9
8773,,,,,,,,,,
8774,4.33,2.53,1.48,21,,,4.19,,32.5,9.125
8775,4.98,2.9,1.71,23,,900,,,36,11
8776,,,,27,,,,,,
8777,4.93,2.73,1.68,,33,1002,4.81,7.64,33.25,10.5
8778,4.93,2.81,1.7,25,28.5,810,4.56,7.56,31.75,10
8779,4.38,2.55,1.55,19,36,909,4.31,7.12,,
8780,4.53,2.66,1.6,,,,4.12,6.81,,
8781,4.52,2.63,1.64,11,32.5,906,,,31,9.125
8782,4.53,2.63,1.57,6,34.5,1000,4.38,6.89,32,9.625
8783,,,,,,,,,32.25,10.125
8784,5.02,2.82,1.75,32,30,901,4.52,7.57,,
8785,,,,,,,,,33.25,9.5
8786,4.57,2.69,1.58,,,911,4.57,7.29,34,10.25
8787,4.65,2.62,1.56,19,34,1001,4.04,6.87,,
8788,5.37,3.08,1.82,21,,803,4.97,8.17,34,
8789,4.59,2.7,1.62,15,32.5,910,4.45,7.22,32.5,9.875
8790,,,,,,,,,34,
8791,,,,,,,,,,
8792,4.48,2.56,1.5,,,,,,,
8793,4.76,2.77,1.66,,33.5,908,4.46,7.01,33,10
8794,4.41,2.5,1.53,13,34.5,1003,4.19,6.74,,
8795,4.42,2.6,1.52,,37.5,1001,4.32,6.78,,
8796,,,,30,,,,,32.875,10
8797,,,,,,,,,33.75,8.625
8798,4.89,2.83,1.75,20,,,4.44,,33.375,9.5
8799,5.4,3.1,1.86,19,30.5,901,4.62,8.1,,
8800,4.7,2.72,1.6,32,32,904,4.23,6.7,,
8801,4.64,2.78,1.58,,,,,,32.375,9.5
8802,,,,,,,,,,
8803,,,,,,,,,,
8804,5.07,2.89,1.76,18,35,904,4.47,7.14,,
8805,,,,,,,,,31.25,9
8806,4.42,2.54,1.55,,35.5,1000,,,31.5,9.25
8807,4.83,2.83,1.75,,,,4.57,7.33,32,9.75
8808,5.24,2.92,1.72,24,,,4.76,7.89,,
8809,,,,,,,,,31.875,10.75
8810,,,,,,1002,3.98,,32.5,10.5
8811,,,,,31.5,903,4.25,7.01,32.625,9.375
8812,,,,,,,,,29.75,8.75
8813,4.54,2.6,1.58,11,,,,,32.75,9.875
8814,4.85,2.86,1.65,,31.5,903,4.51,7.34,32,8.75
8815,5.05,2.89,1.75,,,,,,33.375,9.625
8816,,,,,,,,,,
8817,,,,,,,,,,
8818,4.72,2.65,1.63,20,,904,4.44,7.27,32.5,9.625
8819,,,,,,,,,36.25,10.5
8820,,,,,,,,,,
8821,,,,27,,,,,33.25,9.25
8822,4.35,2.49,1.5,14,40.5,1005,4.24,6.95,,
8823,,,,,36,1006,,,30.25,8.625
8824,5.14,2.94,1.78,,26,,4.98,7.66,,
8825,4.85,2.79,1.72,,35.5,911,4.53,7.46,33,10
8826,,,,,,,,,,
8827,4.61,2.68,1.6,22,,904,,,34.625,10
8828,4.46,2.6,1.56,,,,4.42,,33.5,10.625
8829,4.42,2.59,1.55,15,38.5,1008,4.5,7.23,,
8830,,,,,,,,,,
8831,4.57,2.69,1.62,11,,907,4.18,,32.5,9
8832,5.21,2.95,1.76,21,31.5,805,,,28.875,11.375
8833,4.53,2.68,1.54,17,31,906,,,33,9.5
8834,,,,,,,,,,
8835,4.6,2.72,1.67,,,,4.42,7.12,32.75,9.5
8836,,,,,,,,,,
8837,,,,,,,,,,
8838,,,,18,,1001,,,32.25,9.125
8839,,,,,,,,,30.5,9.375
8840,,,,,,,4.15,6.85,32.5,9.25
8841,,,,,,,,,34,9.75
8842,4.42,2.65,1.53,,36.5,911,,,32,9.875
8843,4.48,2.6,1.54,,36,911,4.6,7.2,30.875,9.875
8844,4.7,2.73,1.65,23,33,1003,4.51,7.13,,
8845,4.52,2.54,1.52,19,40,1002,4.1,6.75,,
8846,,,,,,,,,34.125,10.375
8847,,,,,,,,,,
8848,,,,,,,,,,
8849,,,,,,,,,,
8850,,,,,26,707,4.93,8.04,33,10.125
8851,,,,,,,4.5,7.65,33.5,10.25
8852,4.58,2.69,1.65,,,,4.36,7.12,32.625,
8853,,,,,,,4.72,7.2,37.75,11.125
8854,4.48,2.55,1.59,,,,4.02,,30.5,9.625
8855,,,,,,,,,,
8856,5.22,3.09,1.75,23,28,804,4.74,7.53,34.25,10.125
8857,4.93,2.82,1.7,,34.5,904,4.39,7.23,34,9.625
8858,,,,,,,,,,9.375
8859,,,,,,,,,,
8860,4.9,2.83,1.68,26,,807,4.49,7.31,34,9
8861,4.92,2.79,1.66,20,32,900,4.28,7,34.75,10.25
8862,4.46,2.53,1.55,,31,1001,4.35,6.84,,
8863,,,,,,,,,,
8864,,,,,,,,,,
8865,,,,,,,,,32,8.75
8866,,,,,,,,,,
8867,5.62,3.27,1.92,20,26,803,5.14,8.31,33.5,9.75
8868,,,,,,,,,31.75,9.25
8869,,,,,,,,,32.5,9.25
8870,,,,,,,,,33.5,10.125
8871,4.72,2.7,1.62,,,,,,34,10.125
8872,4.71,2.72,1.7,30,32.5,1002,4.32,7.26,,
8873,,,,,,,,,,
8874,4.45,2.63,1.62,23,34,909,4.36,6.7,,
8875,5.01,2.91,1.77,28,35.5,905,4.58,7.42,33.375,10.375
8876,,,,,,,4.19,6.89,32.5,8.875
8877,4.68,2.73,1.64,18,,,4.34,7.13,30.75,9
8878,,,,,,,,,32.375,9.875
8879,4.74,2.69,1.66,26,31,1001,4.24,7.07,32.5,9.875
8880,4.5,2.63,1.56,,,,,7.07,,
8881,4.72,2.72,1.67,,33,908,4.28,6.97,32.75,9.5
8882,4.39,2.59,1.56,,,,,,,
8883,5.03,2.89,1.77,27,32,808,4.7,7.58,,
