"Player","Team","Pos","doBest","doECR","doSD","doWorst","dpBest","dpECR","dpSD","dpWorst","roBest","roECR","rookBest","rookECR","rookSD","rookWorst","roSD","roWorst","rpBest","rpECR","rpSD","rpWorst","woBest","woECR","woSD","woWorst","wpBest","wpECR","wpSD","wpWorst","ScrapeDate"
"Jeremy Hill",,"RB",,,,,104,122.7,16,143,291,334.3,,,,,28.8,372,98,118.3,19.7,146,,,,,,,,,2019-08-18
"Doug Baldwin",,"WR",158,244.7,43.9,332,70,96.2,17.2,122,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Jay Ajayi",,"RB",122,236.9,47.4,338,46,85.2,15.5,118,200,284.9,,,,,54.4,393,70,95.4,18.8,143,,,,,77,91.5,8.4,97,2019-08-18
"Dylan Cantrell",,"WR",,,,,,,,,327,352,,,,,25,377,120,150,11.5,166,,,,,,,,,2019-08-18
"Bruce Ellington",,"WR",,,,,103,152.8,35.4,202,357,363.7,,,,,4.8,368,120,135.5,24.6,178,,,,,,,,,2019-08-18
"Alex Collins",,"RB",146,226.5,80.5,307,53,108.4,30,144,232,287.3,,,,,42.7,356,77,111,33.9,180,,,,,,,,,2019-08-18
"Braxton Miller",,"WR",,,,,151,164.7,10.3,176,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Rob Gronkowski",,"TE",122,196.8,79.8,317,35,39.8,4.1,45,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Kenneth Moore",,"DB",,,,,,,,,,,,,,,,,44,49,5,54,,,,,,,,,2019-08-18
"Charcandrick West",,"RB",,,,,,,,,,,,,,,,,113,135.3,15.8,147,,,,,,,,,2019-08-18
"Corey Grant",,"RB",,,,,94,108.4,16.5,145,279,332.7,,,,,31.5,380,92,114.8,16.8,142,,,,,,,,,2019-08-18
"Kai Forbath",,"K",,,,,25,25.7,0.5,26,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Marshawn Lynch",,"RB",179,230.3,37.5,283,86,96.5,10.5,107,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Jordan Lasley",,"WR",,,,,145,159.8,14.6,190,,,,,,,,,104,164.5,9.8,181,,,,,,,,,2019-08-18
"Connor Barth",,"K",,,,,27,27,0,27,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Kelvin Benjamin",,"WR",290,305,15,320,107,138.7,20.1,171,322,333.3,,,,,9.8,346,110,146.7,31.9,193,,,,,,,,,2019-08-18
"James Williams",,"RB",,,,,88,105.8,14,126,,,,,,,,,132,136.5,4.5,141,,,,,,,,,2019-08-18
"Austin Seferian-Jenkins",,"TE",244,248.5,4.5,253,29,48,9.7,61,173,319.1,,,,,32.4,372,23,48.4,29.3,136,137,185.4,33.3,239,24,34.6,11.3,56,2019-08-18
"Mason Foster",,"LB",,,,,,,,,43,53,,,,,10,63,25,87.7,103.3,317,,,,,,,,,2019-08-18
"Martavis Bryant",,"WR",,,,,118,133.3,10.3,145,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Michael Roberts",,"TE",,,,,67,74.5,7.5,82,,,,,,,,,48,68.3,15.3,85,,,,,,,,,2019-08-18
"Pierre Garcon",,"WR",256,277,21,298,99,129.8,27.5,182,303,326.2,,,,,23.9,369,106,137.5,34.6,192,,,,,,,,,2019-08-18
"Jordy Nelson",,"WR",205,245,43.2,305,83,109.6,21.4,140,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Michael Crabtree",,"WR",174,272.3,34.8,319,68,115.9,17.9,147,261,303.5,,,,,35.1,376,90,126.9,42.9,254,,,,,,,,,2019-08-18
"Cody Parkey",,"K",,,,,25,25.3,0.5,26,155,290.5,,,,,52.7,342,22,28,5.4,36,,,,,,,,,2019-08-18
"Shelton Gibson",,"WR",,,,,,,,,,,,,,,,,169,190,24.8,243,,,,,,,,,2019-08-18
"Brandon Marshall",,"LB",,,,,,,,,,,,,,,,,50,55,5,60,,,,,,,,,2019-08-18
"Chris Ivory",,"RB",,,,,103,122.5,19.5,142,276,309.8,,,,,28.6,358,92,113,21.2,144,,,,,94,97,1.9,99,2019-08-18
"Benny Cunningham",,"RB",,,,,,,,,251,337.8,,,,,34,387,82,112.5,10.5,124,,,,,,,,,2019-08-18
"Javorius Allen",,"RB",265,286.5,21.5,308,72,100.9,15.4,135,263,302.2,,,,,24.7,360,88,106.2,17.1,144,,,,,,,,,2019-08-18
"Chris Harris",,"DB",,,,,,,,,,,,,,,,,120,265,145,410,,,,,,,,,2019-08-18
"LeGarrette Blount",,"RB",,,,,85,99.7,13.5,126,262,310.1,,,,,29.7,359,87,110.8,18.8,145,,,,,78,92.2,7.3,98,2019-08-18
"Connor Cook",,"QB",,,,,55,56,1,57,,,,,,,,,,,,,,,,,,,,,2019-08-18
"ZaDarius Smith","GBP","LB",,,,,,,,,,,,,,,,,79,91.7,9,99,,,,,,,,,2019-08-18
"Equanimeous St Brown","GBP","WR",168,217.8,26.7,266,74,91.7,9.3,109,156,268,,,,,40.8,370,64,94.6,12,125,132,161.5,4.6,192,70,84.7,6.1,98,2019-08-18
"Tra Carson","GBP","RB",,,,,,,,,363,372.5,,,,,9.5,382,114,125.3,10.3,139,,,,,,,,,2019-08-18
"Kenny Clark","GBP","DL",,,,,,,,,79,117,,,,,38,155,9,29,6.9,45,,,,,,,,,2019-08-18
"Blake Martinez","GBP","LB",,,,,,,,,6,14.3,,,,,4.7,42,4,7.4,2,16,,,,,,,,,2019-08-18
"Josh Jones","GBP","DB",,,,,,,,,,,,,,,,,26,65,47.6,146,,,,,,,,,2019-08-18
"Preston Smith","GBP","LB",,,,,,,,,,,,,,,,,67,77.7,8.6,88,,,,,,,,,2019-08-18
"Kyler Fackrell","GBP","LB",,,,,,,,,,,,,,,,,100,154,54,208,,,,,,,,,2019-08-18
"Green Bay","GBP","DST",195,218.5,23.5,242,9,17.8,3.2,21,145,276.5,,,,,38.8,330,10,20.9,3.4,32,,,,,12,17.3,4.1,22,2019-08-18
"Davante Adams","GBP","WR",4,6.8,1.6,10,1,3.6,1.3,7,4,6.5,,,,,2.7,24,1,2,1.3,11,4,7.8,2.9,15,1,3.4,1.6,13,2019-08-18
"Adrian Amos","GBP","DB",,,,,,,,,27,75.2,,,,,31.9,125,10,29.9,16,78,,,,,,,,,2019-08-18
"Jake Kumerow","GBP","WR",178,301.8,67.4,374,80,120.7,21.1,163,197,309.9,,,,,37.3,389,76,110.2,14.6,152,171,199.6,5,207,90,101.2,2.4,105,2019-08-18
"Jaire Alexander","GBP","DB",,,,,,,,,,,,,,,,,21,40.2,5.6,47,,,,,,,,,2019-08-18
"Darnell Savage","GBP","DB",,,,,,,,,,,,,,,,,31,60.3,29.6,108,,,,,,,,,2019-08-18
"Aaron Jones","GBP","RB",25,33.5,7.6,59,11,16.5,4.3,32,14,33.6,,,,,8.5,70,9,15.8,3.2,31,12,54.7,11.4,77,8,19.4,3.2,27,2019-08-18
"Marquez Valdes-Scantling","GBP","WR",65,126.7,14.4,177,33,54.8,4.9,70,60,120.5,,,,,28.6,234,29,48.3,8.4,80,63,94.7,6.6,100,35,51.9,3.9,63,2019-08-18
"Aaron Rodgers","GBP","QB",24,68.7,13.3,113,1,5.6,1.9,13,36,64.3,,,,,25.6,276,1,3.3,1.3,9,,,,,3,5.5,1,15,2019-08-18
"JMon Moore","GBP","WR",206,293,33.7,341,90,117.3,16.6,150,268,327.1,,,,,33.4,384,95,119.2,18.8,171,178,189.8,6.1,203,92,97.9,2.8,103,2019-08-18
"Trevor Davis","GBP","WR",,,,,,,,,,,,,,,,,165,186.4,13.4,207,,,,,,,,,2019-08-18
"Marcedes Lewis","GBP","TE",,,,,69,74.3,6.2,83,,,,,,,,,76,91.8,9.1,102,,,,,,,,,2019-08-18
"Jamaal Williams","GBP","RB",124,191.1,30.4,263,45,63.1,9.4,98,103,162.7,,,,,31.3,250,43,58.1,8.2,81,159,168.5,5.9,226,53,56.1,2.6,69,2019-08-18
"Dexter Williams","GBP","RB",135,240.7,33.1,312,44,64.4,9.6,77,138,237.2,21,37.3,6.6,50,47.4,363,52,78.1,13.1,114,,,,,,,,,2019-08-18
"Oren Burks","GBP","LB",,,,,,,,,,,,,,,,,61,78.7,16.1,100,,,,,,,,,2019-08-18
"Jimmy Graham","GBP","TE",180,217.3,15.1,248,21,27,2.9,33,82,187,,,,,47.9,305,7,18.4,3.3,34,109,116.7,3.4,120,11,17,1.1,18,2019-08-18
"Dean Lowry","GBP","DL",,,,,,,,,,,,,,,,,68,77,9,86,,,,,,,,,2019-08-18
"Rashan Gary","GBP","DL",,,,,,,,,,,,,,,,,51,116.7,79.1,228,,,,,,,,,2019-08-18
"Mason Crosby","GBP","K",219,264,40.9,318,4,6.2,1.5,10,175,198.1,,,,,18.2,255,5,8.5,1.9,14,,,,,11,14.5,2.3,17,2019-08-18
"Geronimo Allison","GBP","WR",93,152.6,31.7,204,34,61.6,11.5,84,64,108.1,,,,,18.1,157,29,44.7,6.4,61,56,95.5,4.6,117,18,48.9,7.1,61,2019-08-18
"Kevin King","GBP","DB",,,,,,,,,,,,,,,,,54,110.5,56.5,167,,,,,,,,,2019-08-18
"DeShone Kizer","GBP","QB",,,,,45,50.3,5.9,69,317,350.4,,,,,33.5,397,38,48.1,7,66,,,,,49,54.5,5.5,60,2019-08-18
"Jace Sternberger","GBP","TE",135,187.3,27,251,15,24.3,6.1,41,196,310.7,22,29,3.3,36,47.2,390,23,42.2,8.7,61,188,204,16,220,31,37.5,6.5,44,2019-08-18
"Darrin Hall","GBP","RB",,,,,,,,,,,,,,,,,129,143,14,157,,,,,,,,,2019-08-18
"Robert Tonyan","GBP","TE",,,,,,,,,,,,,,,,,84,94.8,6.7,101,,,,,,,,,2019-08-18
"Jahleel Addae","HOU","DB",,,,,,,,,,,,,,,,,27,80.3,67.6,196,,,,,,,,,2019-08-18
"Will Fuller","HOU","WR",52,73.9,10.5,100,26,35.8,4.4,49,43,84.3,,,,,14.4,175,21,35.8,5.3,65,51,62.3,5.4,137,15,34.6,3.8,72,2019-08-18
"AJ McCarron","HOU","QB",,,,,46,56.2,4.3,62,292,360.5,,,,,39.7,387,36,48.9,6,64,,,,,47,55.5,8.5,64,2019-08-18
"DJ Reader","HOU","DL",,,,,,,,,,,,,,,,,112,113.5,1.5,115,,,,,,,,,2019-08-18
"DeAndre Hopkins","HOU","WR",1,4.3,1.4,7,1,1.6,0.7,4,4,6.6,,,,,1.9,18,1,2.1,1,8,4,4.7,0.9,13,1,1.9,1.4,8,2019-08-18
"Jadeveon Clowney","HOU","DL",,,,,,,,,,,,,,,,,6,16,9.5,26,,,,,,,,,2019-08-18
"Angelo Blackson","HOU","DL",,,,,,,,,,,,,,,,,43,81.5,38.5,120,,,,,,,,,2019-08-18
"Duke Johnson","HOU","RB",88,132.7,18.4,274,30,44.9,7.4,77,42,111.5,,,,,29.2,201,21,43,7.5,67,134,155.3,14.6,225,42,51,5.9,68,2019-08-18
"Johnathan Joseph","HOU","DB",,,,,,,,,,,,,,,,,45,75,30,105,,,,,,,,,2019-08-18
"Karan Higdon","HOU","RB",281,326.8,28,357,82,105.2,8.7,120,172,302,29,53.5,7.8,64,41.4,361,57,103.6,16.7,141,,,,,,,,,2019-08-18
"Jordan Akins","HOU","TE",,,,,40,55.6,8.4,71,283,345,,,,,44.6,386,40,61,5.2,70,,,,,,,,,2019-08-18
"Benardrick McKinney","HOU","LB",,,,,,,,,35,61.5,,,,,19,80,23,45.1,10,59,,,,,,,,,2019-08-18
"Justin Reid","HOU","DB",,,,,,,,,32,47.6,,,,,4.9,56,6,13.8,9.5,52,,,,,,,,,2019-08-18
"Jadeveon Clowney","HOU","LB",,,,,,,,,70,139,,,,,69,208,33,56,13.6,73,,,,,,,,,2019-08-18
"Keke Coutee","HOU","WR",60,106.8,14.7,154,27,48.4,7.2,69,74,111.9,,,,,24.4,230,31,45.6,7.5,83,52,58.8,4.9,83,30,35.4,4.3,47,2019-08-18
"Josh Ferguson","HOU","RB",,,,,,,,,214,325.6,,,,,50.1,388,70,115.8,17,130,,,,,,,,,2019-08-18
"Gregory Howell","HOU","RB",,,,,,,,,223,303,,,,,80,383,72,100.5,28.5,129,,,,,,,,,2019-08-18
"Darren Fells","HOU","TE",,,,,,,,,,,,,,,,,66,90.1,16.5,117,,,,,,,,,2019-08-18
"Damarea Crockett","HOU","RB",,,,,78,104.3,14.7,127,223,294,43,67.3,10.7,85,58.2,382,69,96.7,17,127,,,,,,,,,2019-08-18
"Deshaun Watson","HOU","QB",38,50.9,6.6,64,2,2.7,0.8,5,36,59.5,,,,,25.2,275,1,2.5,0.9,8,,,,,1,3.6,1.7,12,2019-08-18
"Jordan Thomas","HOU","TE",226,293.5,40.8,333,24,39.3,5.7,52,199,297.5,,,,,47.1,380,23,37.4,11.3,84,198,199,1,200,36,36.5,0.5,37,2019-08-18
"Lamar Miller","HOU","RB",66,103.3,13.3,143,28,38.2,4.8,49,41,70.3,,,,,14.2,163,20,29.9,4.8,54,71,78.5,4.7,91,22,26.6,2.2,32,2019-08-18
"JJ Watt","HOU","DL",,,,,,,,,1,8.1,,,,,4,106,1,2.9,1.3,8,,,,,,,,,2019-08-18
"Whitney Mercilus","HOU","LB",,,,,,,,,,,,,,,,,83,95.7,9.3,105,,,,,,,,,2019-08-18
"Kahale Warring","HOU","TE",281,311.5,25,344,22,35.8,7.9,48,170,349.4,35,54.4,9.7,72,25.6,389,24,50.3,11.3,75,199,216.5,17.5,234,32,40,8.6,52,2019-08-18
"Houston","HOU","DST",154,249.2,46.9,303,3,5.2,1.3,9,148,178.3,,,,,19.9,314,3,8,2,23,,,,,14,23.3,7.4,32,2019-08-18
"Zach Cunningham","HOU","LB",,,,,,,,,17,40.1,,,,,7.4,53,13,21.9,4.4,34,,,,,,,,,2019-08-18
"Chad Hansen","HOU","WR",,,,,168,171.5,3.5,175,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Tashaun Gipson","HOU","DB",,,,,,,,,41,72,,,,,31,103,18,56.3,28.8,99,,,,,,,,,2019-08-18
"Kaimi Fairbairn","HOU","K",,,,,6,13,5.6,25,151,202.3,,,,,32,332,3,8.1,4.3,23,,,,,3,9.8,4.4,15,2019-08-18
"DeAndre Carter","HOU","WR",,,,,,,,,329,362,,,,,33,395,126,153,17.4,195,,,,,,,,,2019-08-18
"Bradley Roby","HOU","DB",,,,,,,,,,,,,,,,,78,101,23,124,,,,,,,,,2019-08-18
"Vyncint Smith","HOU","WR",,,,,,,,,,,,,,,,,125,161.6,15,177,,,,,,,,,2019-08-18
"Andrew Luck","IND","QB",22,51.7,9.1,82,2,3.9,0.9,8,38,82.5,,,,,29.9,277,1,6.4,3.2,20,,,,,2,8.9,6.8,22,2019-08-18
"Justin Houston","IND","LB",,,,,,,,,,,,,,,,,51,53.5,2.5,56,,,,,,,,,2019-08-18
"Margus Hunt","IND","DL",,,,,,,,,,,,,,,,,61,123.7,81.7,239,,,,,,,,,2019-08-18
"TY Hilton","IND","WR",21,34.8,6.1,53,10,16.8,3.2,25,18,26.1,,,,,5,44,8,11.7,2.3,19,20,22.7,1.4,32,10,12.6,1.9,18,2019-08-18
"Pierre Desir","IND","DB",,,,,,,,,,,,,,,,,79,91,14.9,112,,,,,,,,,2019-08-18
"Anthony Walker","IND","LB",,,,,,,,,89,518.5,,,,,429.5,948,34,54.7,9.3,73,,,,,,,,,2019-08-18
"Marcus Johnson","IND","WR",,,,,,,,,,,,,,,,,176,184.7,6.6,192,,,,,,,,,2019-08-18
"Denico Autry","IND","DL",,,,,,,,,84,198.5,,,,,114.5,313,29,47.7,6.7,60,,,,,,,,,2019-08-18
"Mo Alie-Cox","IND","TE",,,,,29,56.4,8.4,65,301,336.3,,,,,22.5,362,31,59.2,12.5,85,,,,,,,,,2019-08-18
"Eric Ebron","IND","TE",63,104.9,18.8,153,6,10.5,1.7,15,52,104.5,,,,,27.2,211,5,10.4,2.9,19,57,63.3,3,95,6,7.3,0.5,12,2019-08-18
"Zach Pascal","IND","WR",,,,,143,166.3,17.2,184,,,,,,,,,120,150.3,14.3,175,,,,,,,,,2019-08-18
"Chester Rogers","IND","WR",289,307.3,18.1,332,111,134.8,4.6,143,228,347.1,,,,,32.9,396,96,123.6,15.3,160,,,,,,,,,2019-08-18
"Penny Hart","IND","WR",,,,,,,,,,,79,89,10,99,,,,,,,,,,,,,,,2019-08-18
"Ben Banogu","IND","LB",,,,,,,,,,,,,,,,,95,190.5,95.5,286,,,,,,,,,2019-08-18
"Adam Vinatieri","IND","K",243,308.5,65.5,374,10,14.4,1.6,16,185,232.2,,,,,29.9,291,5,12.3,2.5,21,,,,,13,15.8,2.7,20,2019-08-18
"DOnta Foreman","IND","RB",57,168.8,42.3,288,24,57.8,15.8,106,70,212.4,,,,,62,381,31,76.2,20.5,137,152,161,10,175,47,59.1,12.9,88,2019-08-18
"Marlon Mack","IND","RB",26,40.2,4.9,59,12,17.9,3.1,27,21,36.4,,,,,8.3,71,11,17.2,3.3,27,37,47.8,5.6,59,14,17.1,1.2,20,2019-08-18
"Kenny Moore","IND","DB",,,,,,,,,,,,,,,,,48,57,9,66,,,,,,,,,2019-08-18
"Daurice Fountain","IND","WR",200,291.3,69.4,375,133,148.2,9,164,,,,,,,,,142,161.2,15.7,184,,,,,,,,,2019-08-18
"Jordan Wilkins","IND","RB",189,244.5,46.4,357,61,78.5,9,91,219,270.5,,,,,38.2,384,70,86,8.9,115,205,205,0,205,70,75.4,3.9,81,2019-08-18
"Jonathan Williams","IND","RB",,,,,,,,,,,,,,,,,113,126.3,9.6,135,,,,,,,,,2019-08-18
"Kemoko Turay","IND","DL",,,,,,,,,,,,,,,,,95,145,50,195,,,,,,,,,2019-08-18
"Parris Campbell","IND","WR",54,90.1,14.3,171,26,40.7,8,71,73,179.5,3,8.7,2.8,18,41.2,305,32,66.7,10.8,105,107,117.2,5,131,57,62.1,4.4,74,2019-08-18
"Ross Travis","IND","TE",,,,,,,,,,,,,,,,,107,115.3,6,121,,,,,,,,,2019-08-18
"Malik Hooker","IND","DB",,,,,,,,,,,,,,,,,30,78.3,38.5,153,,,,,,,,,2019-08-18
"Jack Doyle","IND","TE",124,177.1,16.8,213,13,21.1,3,28,92,156.7,,,,,42.3,297,9,16.2,4.1,33,84,108.5,0.5,113,11,14.7,0.7,18,2019-08-18
"Justin Houston","IND","DL",,,,,,,,,23,86.8,,,,,88.9,282,13,23.3,11.3,48,,,,,,,,,2019-08-18
"Chad Kelly","IND","QB",,,,,47,51.3,4.2,57,,,,,,,,,,,,,,,,,,,,,2019-08-18
"Jacoby Brissett","IND","QB",245,290,45,335,32,41.9,3.9,48,256,339.6,,,,,29.9,393,35,41.2,5.9,55,,,,,38,48,10,58,2019-08-18
"Nyheim Hines","IND","RB",80,129.8,8.1,160,30,47.1,4.6,63,71,112.9,,,,,24,230,32,43.9,6,76,80,109.8,6.1,148,28,37.3,2.1,44,2019-08-18
"Indianapolis","IND","DST",266,313,47,360,19,27.4,1.5,30,172,243.5,,,,,37.7,318,4,17.3,3.8,24,,,,,23,25.7,1.9,27,2019-08-18
"Devin Funchess","IND","WR",110,163.4,23.2,216,51,64.1,8.6,90,48,134.6,,,,,28.9,233,24,54.1,8.5,79,67,76.7,4.7,87,39,42.7,1.7,57,2019-08-18
"Spencer Ware","IND","RB",157,267.3,41.1,343,70,80,7.3,100,168,268.4,,,,,41.2,366,63,88.4,15,125,,,,,,,,,2019-08-18
"Darius Leonard","IND","LB",,,,,,,,,1,6.6,,,,,12.7,77,1,2.1,1.5,38,,,,,,,,,2019-08-18
"Jabaal Sheard","IND","DL",,,,,,,,,57,152.8,,,,,136.3,388,20,29.2,5.9,92,,,,,,,,,2019-08-18
"Ashton Dulin","IND","WR",,,,,157,164.7,5.6,170,,,34,67.2,18.1,88,,,152,196.5,44.5,241,,,,,,,,,2019-08-18
"Clayton Geathers","IND","DB",,,,,,,,,50,62.1,,,,,8.9,77,11,22.9,10.2,42,,,,,,,,,2019-08-18
"Deon Cain","IND","WR",185,249.7,38.3,339,76,98.4,11.9,127,210,309.7,,,,,47,390,72,109.2,14.3,172,180,201.2,3.5,207,94,102.2,1.7,105,2019-08-18
"Josh Lambo","JAC","K",,,,,20,23,0.6,24,154,300.7,,,,,35.6,353,12,21.8,3.3,30,,,,,13,19.5,4.2,24,2019-08-18
"Calais Campbell","JAC","DL",,,,,,,,,11,19.4,,,,,3.2,60,1,6.3,0.7,12,,,,,,,,,2019-08-18
"Jake Ryan","JAC","LB",,,,,,,,,,,,,,,,,70,149.7,105.7,299,,,,,,,,,2019-08-18
"Alfred Blue","JAC","RB",275,332.5,40.4,386,81,103.5,8.1,116,195,263.9,,,,,37.2,392,65,84.7,10.2,132,,,,,73,78.4,3.3,88,2019-08-18
"Keelan Cole","JAC","WR",178,252.1,32.4,322,75,97.6,10.4,118,90,270,,,,,40.1,383,40,96.4,13.6,151,170,173.8,3.3,202,61,90.1,1.6,102,2019-08-18
"Quincy Williams","JAC","LB",,,,,,,,,,,,,,,,,67,82.5,9.2,91,,,,,,,,,2019-08-18
"AJ Bouye","JAC","DB",,,,,,,,,,,,,,,,,23,55.3,24.7,83,,,,,,,,,2019-08-18
"Tanner Lee","JAC","QB",,,,,,,,,,,,,,,,,47,61.3,10,75,,,,,,,,,2019-08-18
"Josh Oliver","JAC","TE",164,238.2,47.7,311,15,32.5,7.6,51,135,323.8,27,47,4.3,54,58.4,389,16,43.8,8.8,57,198,218,20,238,35,45,10,55,2019-08-18
"Yannick Ngakoue","JAC","DL",,,,,,,,,48,168,,,,,120,288,21,29.2,6,50,,,,,,,,,2019-08-18
"Tyre Brady","JAC","WR",,,,,,,,,,,77,82.5,5.5,88,,,,,,,,,,,,,,,2019-08-18
"Ryquell Armstead","JAC","RB",147,198,26.4,240,52,65.1,9.3,95,132,216,23,32.8,5,42,36.1,285,51,71.3,8.6,94,,,,,78,82.8,3.9,89,2019-08-18
"Jalen Ramsey","JAC","DB",,,,,,,,,,,,,,,,,22,48.1,7.3,64,,,,,,,,,2019-08-18
"Marcell Dareus","JAC","DL",,,,,,,,,,,,,,,,,62,81.8,20.2,115,,,,,,,,,2019-08-18
"Geoff Swaim","JAC","TE",265,321.5,48.2,383,27,46.9,7.1,60,157,300.8,,,,,47.3,371,21,35.4,8.8,55,,,,,13,19.5,6.5,26,2019-08-18
"Terrelle Pryor","JAC","WR",,,,,121,145.8,28.4,198,,,,,,,,,123,152.8,20.3,186,,,,,,,,,2019-08-18
"Ronnie Harrison","JAC","DB",,,,,,,,,69,88,,,,,19,107,21,40.8,13.5,69,,,,,,,,,2019-08-18
"Leonard Fournette","JAC","RB",15,38.4,9.9,56,7,16.4,3.7,23,16,33.9,,,,,8.6,61,9,15.9,3.2,27,8,25.7,7.5,34,5,10.1,2.9,13,2019-08-18
"Marqise Lee","JAC","WR",133,199.1,31.1,254,57,83.6,10,102,99,219.4,,,,,49.3,349,53,79.3,14.4,124,99,132.7,10.8,147,51,67.4,7.5,77,2019-08-18
"Josh Allen","JAC","LB",,,,,,,,,,,,,,,,,66,135,69,204,,,,,,,,,2019-08-18
"Thomas Rawls","JAC","RB",,,,,,,,,362,362.5,,,,,0.5,363,113,127.5,15.1,158,,,,,,,,,2019-08-18
"Gardner Minshew","JAC","QB",,,,,45,50,3.2,54,,,49,64.8,9.7,74,,,41,56.5,5.8,66,,,,,,,,,2019-08-18
"Myles Jack","JAC","LB",,,,,,,,,12,28.8,,,,,9.1,54,8,14.8,2.9,27,,,,,,,,,2019-08-18
"Nick Foles","JAC","QB",194,231.5,25.6,270,25,29.8,1.9,36,149,205.7,,,,,22.8,300,19,26.8,1.8,31,,,,,19,23.9,2.5,31,2019-08-18
"DJ Hayden","JAC","DB",,,,,,,,,,,,,,,,,101,107.5,6.5,114,,,,,,,,,2019-08-18
"Roc Thomas","JAC","RB",289,315.5,26.5,342,100,107.7,8.8,120,357,371,,,,,15.7,393,111,125,14.3,147,,,,,,,,,2019-08-18
"Jacksonville","JAC","DST",152,226.1,43.4,309,2,2.6,0.8,10,130,167.3,,,,,12.7,246,1,3.5,1.8,16,,,,,17,22.3,4.1,27,2019-08-18
"Chris Conley","JAC","WR",219,276.8,22,306,87,109.8,11.1,137,159,266.9,,,,,45.7,383,65,94,11.5,126,177,191.3,6.7,211,91,99,4,107,2019-08-18
"Dede Westbrook","JAC","WR",75,106.2,21.6,152,33,46.3,6.1,64,39,86.8,,,,,20.4,154,17,36.4,7.7,61,61,70.7,1.9,76,34,40.1,1.4,42,2019-08-18
"Josh Allen","JAC","DL",,,,,,,,,,,,,,,,,46,107.3,79.1,219,,,,,,,,,2019-08-18
"DJ Chark","JAC","WR",131,183.1,22.7,235,54,83.3,10.2,101,81,240.7,,,,,41.1,379,34,87.9,13.6,135,161,165.2,2.4,196,82,87,5,99,2019-08-18
"James OShaughnessy","JAC","TE",,,,,,,,,,,,,,,,,55,65.2,5.4,75,,,,,,,,,2019-08-18
"Bashaud Breeland","KCC","DB",,,,,,,,,,,,,,,,,59,77.7,26.4,115,,,,,,,,,2019-08-18
"Cody Thompson","KCC","WR",,,,,,,,,,,82,87,5,92,,,,,,,,,,,,,,,2019-08-18
"Frank Clark","KCC","DL",,,,,,,,,18,72.4,,,,,55.1,201,9,12.9,3.4,29,,,,,,,,,2019-08-18
"Deon Yelder","KCC","TE",,,,,,,,,,,,,,,,,66,83.5,10.5,93,,,,,,,,,2019-08-18
"Sammy Watkins","KCC","WR",43,72.5,14.2,113,23,31.9,5.3,55,43,79.6,,,,,14.9,129,17,33.6,5.5,53,46,59,6.1,66,26,34.1,3.4,41,2019-08-18
"Damien Wilson","KCC","LB",,,,,,,,,,,,,,,,,61,87.5,26.5,114,,,,,,,,,2019-08-18
"Patrick Mahomes","KCC","QB",6,31.1,8.7,47,1,1,0,2,24,39.1,,,,,8.1,69,1,1.1,0.4,4,,,,,1,1.5,0.7,16,2019-08-18
"Anthony Hitchens","KCC","LB",,,,,,,,,37,51,,,,,13,75,17,27,4.8,42,,,,,,,,,2019-08-18
"Reggie Ragland","KCC","LB",,,,,,,,,,,,,,,,,85,90,4.1,95,,,,,,,,,2019-08-18
"Anthony Sherman","KCC","RB",,,,,,,,,327,351,,,,,24,375,106,116.5,10.5,127,,,,,,,,,2019-08-18
"Byron Pringle","KCC","WR",288,327,27.7,350,93,125.3,22,151,258,318.5,,,,,45.2,380,108,143.8,23.7,191,,,,,,,,,2019-08-18
"Mecole Hardman","KCC","WR",92,128.3,28.7,195,42,57.6,11.3,82,108,223.6,10,17.4,4.4,27,50.8,374,43,79.8,14.4,123,124,144.7,9.6,168,65,75.9,4.5,87,2019-08-18
"Damien Williams","KCC","RB",27,60.6,10.5,89,14,24.8,4.5,35,14,32,,,,,9.8,110,7,14.8,3.8,38,14,47.3,9.7,92,9,16.6,2.4,32,2019-08-18
"Marcus Kemp","KCC","WR",,,,,,,,,,,,,,,,,147,183.4,28.6,253,,,,,,,,,2019-08-18
"Emmanuel Ogbah","KCC","DL",,,,,,,,,,,,,,,,,46,77.5,46.1,179,,,,,,,,,2019-08-18
"Blake Bell","KCC","TE",,,,,,,,,335,367.7,,,,,24.5,394,47,58.8,7.6,77,,,,,,,,,2019-08-18
"Juan Thornhill","KCC","DB",,,,,,,,,,,,,,,,,30,65.4,47.4,189,,,,,,,,,2019-08-18
"Tyreek Hill","KCC","WR",4,15.9,4,35,1,8.1,1.9,15,7,16.6,,,,,5.8,34,3,7.4,2.5,16,15,21,3.3,163,4,9.7,2.7,84,2019-08-18
"Chris Jones","KCC","DL",,,,,,,,,32,78.3,,,,,63.4,219,9,16.9,5.8,29,,,,,,,,,2019-08-18
"Alex Okafor","KCC","DL",,,,,,,,,,,,,,,,,76,76.5,0.5,77,,,,,,,,,2019-08-18
