gsis_id,pfr_id,mfl_id,sleeper_id,fantasy_data_id,rotowire_id,sportradar_id,rotoworld_id,yahoo_id,espn_id,stats_id,first_name,last_name,name,mergename,pos,team,age,salary_avg,fa_year,dynoECR,dyno2QBECR,dynoSD,dynpECR,dynpSD,rdpECR,rdpSD,draft_year,college,draft_round,draft_pick,draft_rookieadp,draft_2QBrookieadp,height,weight,armLength,handsize,forty,twenty-split,ten-split,bench,vertical,broad,shuttle,cone,RAS,offSnaps,offSnapsPct,gms,paATTs,paCMPs,paYDs,paTDs,paINTs,pa_aya,tm_paATTs,ruATTs,ruYDs,ruTDs,tm_ruATTs,tm_ruYDs,ms_ruATTs,tgts,recs,reYDs,reTDs,reAYDs,wopr,racr,adot,yac,ms_tgts,ms_AYDs,tm_tgts,tm_AYDs,1Ds,tm_1Ds,ms_1Ds,ppr,ppr/g
00-0034732,,13825,5124,20044,13003,b47fe0b2-e002-42a7-ab84-4b9e61adc9e3,,31190,3128843,824864,Alex,McGough,"McGough, Alex",Alex McGough,QB,JAC,23.7,0.64,2021,400,,,,,,,2018,Florida International,7,2,100,,75,214,31.25,9.125,4.67,2.7,1.65,NA,32.5,112,4.55,7.32,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034646,PoweBr00,13910,5695,20487,13036,5ec01774-4a79-40aa-be4a-e33c71bd5bf4,13782,31641,3115255,820435,Brandon,Powell,"Powell, Brandon",Brandon Powell,WR,DET,22.9,0.57,2021,400,,,,,,,2018,Florida,,,100,,68,181,29.25,8.875,4.64,2.75,1.65,NA,32,115,4.2,6.93,1.99,99,0.0921,4,,,,,,,572,1,4,,401,1626,0,17,11,129,,47,0.05,2.74,2.76,115,0.03,0.01,571,3847,6,263,0.02,24.3,6.08
00-0034784,,13861,5751,20660,12583,184a2ef6-ddec-41e4-8fc1-87ac713e8831,,31747,3134314,840790,Austin,Roberts,"Roberts, Austin",Austin Roberts,TE,FA,23.7,,,400,,,,,,,2018,UCLA,,,100,,74,230,31.5,10,4.73,2.76,1.7,21,28.5,116,4.65,7.7,3.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034423,,13824,5120,20037,12950,e2104140-4ce0-42a8-8b00-346b4a9258b2,,31189,3052450,728374,Danny,Etling,"Etling, Danny",Danny Etling,WR,NEP,25.1,0.5,2020,400,,,,,,,2018,LSU,7,1,100,,75,225,31,9.375,4.76,2.75,1.63,NA,30.5,114,4.37,7.09,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034698,,13883,5125,20049,13020,c8eaac0c-9d03-49f3-9188-ba9e856e3b49,,31701,3125383,822636,Damoun,Patterson,"Patterson, Damoun",Damoun Patterson,WR,NEP,24.9,0.5,2020,400,,,,,,,2018,Youngstown State,,,100,,74,190,30.375,8.625,4.55,2.68,1.57,10,32.5,125,4.56,7.19,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12667,3846,18666,10945,55482edf-8604-4cf6-9a5c-d1124e22ac83,,,3115315,,Duke,Williams,"Williams, Duke",Duke Williams,WR,BUF,26.3,0.54,2021,400,,,,,,,2016,Auburn,,,,,75,225,NA,NA,4.74,2.775,1.7,14,30.25,119.5,4.47,7.43,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13670,5665,20602,13186,396c3f6d-db27-431e-a3fa-e5a6c12eba7a,,31646,3047553,744671,Darren,Andrews,"Andrews, Darren",Darren Andrews,WR,FA,24,,,400,,,,,,,2018,UCLA,,,,,70,200,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034315,WarrCh00,13725,5587,20588,12867,86b05ebc-a22f-46a4-b521-67cc0b1fa206,,31514,3929855,884299,Chris,Warren III,"Warren, Chris",Chris Warren,RB,FA,23.2,,,400,492,,,,144.5,25.5,2018,Texas,,,100,,74,246,32,10,4.625,2.725,1.65,25,33,121,4.18,6.98,8.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034593,,14045,5661,20511,12952,b2c4ef6b-4caf-4f4e-9cdd-3bd9f2e38d01,,31651,3122430,835417,Chris,Lacy,"Lacy, Chris",Chris Lacy,WR,DET,23.5,0.57,2021,400,,,,,,,2018,Oklahoma State,,,,,75,205,31.25,9.75,4.5,2.65,1.58,11,34.5,123,4.65,7.34,5.97,35,0.0326,1,,,,,,,572,,,,401,1626,,1,,,,9,0,,9,0,0,0,571,3847,0,263,0,0,0
00-0034273,RatlDa00,13794,5080,19969,12989,6e01959d-9860-49e4-a997-eee257718812,,31148,3895857,865803,Damion,Ratley,"Ratley, Damion",Damion Ratley,WR,CLE,24.3,0.66,2022,400,496.3,,,,160.7,20.9,2018,Texas A&M,6,1,100,,74,200,NA,NA,4.48,2.64,1.62,NA,38,124,NA,NA,8.09,176,0.1613,5,,,,,,,571,,,,469,2082,,20,13,144,,201,0.07,0.72,10.05,51,0.03,0.03,635,6312,5,297,0.02,27.4,5.48
00-0034654,DawkDa01,13961,5619,20600,13293,12c39c1f-d579-4bd5-b736-62afd23b8208,,31620,3052449,749064,Dalyn,Dawkins,"Dawkins, Dalyn",Dalyn Dawkins,RB,TEN,24.6,0.62,2021,400,,,,,,,2018,Colorado State,,,100,,67,183,29,9,4.63,2.71,1.68,9,31,117,4.5,7.17,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034409,CantDy00,13807,5103,19982,12920,870e89e7-018a-466b-adff-d0fe872b3e20,,31161,3052576,748048,Dylan,Cantrell,"Cantrell, Dylan",Dylan Cantrell,WR,LAC,25.1,0.52,2020,400,,,,,,,2018,Texas Tech,6,17,100,,75,226,31.375,9.25,4.54,2.645,1.625,18,39.75,135,4.03,6.56,9.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034597,,13849,5163,20106,12513,02880089-ccba-44f0-9d6c-fe6f12d15e5b,,31662,3127335,838156,Ryan,Nall,"Nall, Ryan",Ryan Nall,RB,CHI,23.6,0.54,2021,400,,,,,,,2018,Oregon State,,,100,,74,232,31.5,10,4.575,2.66,1.64,15,33.5,122,4.16,6.95,8.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034621,WilsSh01,13874,5395,20472,13070,3d36bdab-2521-44da-8ede-30226510c2b0,,31278,3116563,830812,Shaun,Wilson,"Wilson, Shaun",Shaun Wilson,RB,WAS,23.7,0.54,2021,400,492,,,,149,27,2018,Duke,,,100,,69,185,30.5,8.75,4.51,2.65,1.62,17,37,119,4.2,6.95,6.56,22,0.0197,5,,,,,,,624,6,29,,389,1525,0.02,5,3,5,,35,0.02,0.14,7,5,0.01,0.01,620,6629,0,344,0,6.4,1.28
00-0034073,DwelRo00,13988,5285,20361,13030,70473218-5ae3-47b4-86fd-151e68f1e8b9,,31329,3120303,752665,Ross,Dwelley,"Dwelley, Ross",Ross Dwelley,TE,SFO,24.6,0.52,2020,400,,,,,,,2018,San Diego,,,100,,77,240,NA,NA,4.95,2.87,1.75,NA,27.5,NA,NA,NA,1.82,39,0.0369,2,,,,,,,532,,,,422,1892,,2,2,14,,13,0.01,1.08,6.5,1,0,0,510,3627,0,298,0,3.4,1.7
00-0031951,,12330,2476,16933,10249,e5c6b0d4-3e77-422b-a6d8-574a10ed385e,10549,28561,2508079,552352,James,O'Shaughnessy,"O'Shaughnessy, James",James OShaughnessy,TE,JAC,27.6,1.11,2020,400,484.6,,,,60.8,8.6,2015,Illinois State,5,37,100,,76,245,31.375,8.875,4.73,2.76,1.66,16,35,116,4.43,7.25,6.98,533,0.5125,13,,,,,,,534,,,,357,1537,,38,24,214,,263,0.16,0.81,6.92,139,0.07,0.07,519,3611,10,248,0.04,45.4,3.49
00-0029857,,11441,1550,15190,8923,949c34b9-150a-4a1b-b884-1fcf1ebaabdf,8507,26949,16140,466883,Ryan,Griffin,"Griffin, Ryan",Ryan Griffin,QB,TBB,29.7,1.45,2021,400,351.6,,,,59.8,19.8,2013,Tulane,,,100,,77,210,NA,NA,5.25,3.07,1.87,NA,25.5,101,4.83,7.69,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034200,,13875,5463,20561,13108,9ceb92c0-25d4-4e05-848f-1ddce1774410,,31423,4057659,910402,Mark,Thompson,"Thompson, Mark",Mark Thompson,RB,DET,24.7,0.54,2021,400,,,,,,,2018,Florida,,,100,,73,235,32.75,9.625,4.57,2.71,1.68,16,35,119,4.6,7.19,5.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033599,,13538,4522,19398,12364,9bd7ed5d-968a-40c0-8dcd-25fcc2d4d47f,,30482,2982809,696192,Carlton,Agudosi,"Agudosi, Carlton",Carlton Agudosi,WR,PHI,25.5,0.62,2021,400,,,,,,,2017,Rutgers,,,100,,78,220,NA,NA,4.66,2.66,1.65,10,40.5,124,4.42,6.84,6.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034052,ZylsBr00,13585,4878,19779,12533,3885b40b-c31b-4cd6-a0fd-3d24bede2771,,30959,4294520,916610,Brandon,Zylstra,"Zylstra, Brandon",Brandon Zylstra,WR,MIN,26.4,0.57,2021,400,496.3,,,,186,14,2018,Concordia,,,100,,74,215,NA,NA,4.69,2.8,1.69,16,34,128,4.59,7.24,3.92,17,0.0162,2,,,,,,,606,,,,357,1493,,2,1,23,,43,0.01,0.53,21.5,8,0,0.01,589,4305,1,284,0,3.3,1.65
00-0034206,HendQu00,13991,5279,20341,12461,e120460b-5596-49ba-a601-b3d9ef9f5883,,31486,3895789,879280,Quadree,Henderson,"Henderson, Quadree",Quadree Henderson,WR,NYJ,22.9,,,400,,,,,,,2018,Pittsburgh,,,100,,68,192,29.5,9.875,4.48,2.62,1.58,12,NA,120,4.335,6.89,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034708,,13896,5700,20624,13312,845d6938-ca66-42a3-8913-1772bb8de446,13836,31704,3127374,838246,Robert,Martin,"Martin, Robert",Robert Martin,RB,FA,23.9,,,400,,,,,,,2018,Rutgers,,,100,,71,210,30.25,8.25,4.65,2.79,1.68,19,32,114,4.62,7.07,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034170,BlacSa00,14009,5135,20073,13028,6427f177-527b-435a-bcd1-27cf913f7e24,,31479,3116155,835780,Saeed,Blacknall,"Blacknall, Saeed",Saeed Blacknall,WR,MIA,23.4,0.5,2020,400,,,,,,,2018,Penn State,,,100,,74,208,33.375,9.875,4.42,2.58,1.6,24,32.5,127,4.24,6.82,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034270,ConkTy00,13847,5094,19988,12809,40b8fa44-b289-42dd-9606-a1ae30adc7bc,,31127,3915486,861278,Tyler,Conklin,"Izzo, Ryan",Ryan Izzo,TE,NEP,23.6,0.63,2022,400,,,,,,,2018,Florida State,7,32,100,,77,255,32.125,9,4.925,2.9,1.72,18,33,110,4.43,7.15,4.66,146,0.1389,4,,,,,,,606,,,,357,1493,,7,5,77,,59,0.03,1.31,8.43,31,0.01,0.01,589,4305,3,284,0.01,12.7,3.18
00-0034531,,13603,5165,20113,12652,4c54672f-f0f5-47ff-9d98-33137e3c0773,,31560,3139591,840742,Quinton,Flowers,"Flowers, Quinton",Quinton Flowers,RB,CIN,24.7,0.57,2021,400,,,,,,,2018,South Florida,,,100,,70,211,30.875,9.75,4.64,2.7,1.58,NA,NA,112,4.485,6.81,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034401,WhitMi20,13598,5089,19972,12826,f4808328-86e9-459d-a2bc-18e90c7d211e,,31141,3051381,741785,Mike,White,"White, Mike",Mike White,QB,DAL,24.4,0.67,2022,400,,,,,,,2018,Western Kentucky,5,34,100,,77,220,31.875,9.5,5.09,2.91,1.73,NA,27,96,4.4,7.4,3.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034631,SmitVy00,13884,5260,20295,12979,a63918a5-da89-40d9-8518-30a3e0e46da1,,31588,3155188,850603,Vyncint,Smith,"Smith, Vyncint",Vyncint Smith,WR,HOU,23.2,0.57,2021,400,496.3,,,,160.3,23.2,2018,Limestone,,,100,,75,202,NA,NA,4.41,2.6,1.59,NA,39.5,NA,4.41,6.9,8.78,179,0.1636,4,,,,,,,505,,,,472,2016,,10,5,91,1,239,0.07,0.38,23.9,6,0.02,0.06,466,3945,3,275,0.01,20.1,5.03
00-0034411,GageRu00,13809,5110,20006,12992,4501e6f4-4683-4357-b241-8b4a0b6aae81,,31164,3115378,822014,Russell,Gage,"Gage, Russell",Russell Gage,WR,ATL,23.6,0.65,2022,400,496.3,,,,148,13.9,2018,LSU,6,20,100,,72,184,33,9.125,4.55,2.59,1.59,15,39,122,4.3,7.08,7.01,60,0.0566,5,,,,,,,615,,,,351,1573,,10,6,63,,105,0.04,0.6,10.5,19,0.02,0.02,603,5322,2,322,0.01,12.3,2.46
00-0034439,,13675,5133,20069,12529,f0d17dfa-ebf3-416c-a8d2-c6bc30675103,,31220,3122920,834990,Ryan,Izzo,"Conklin, Tyler",Tyler Conklin,TE,MIN,24,0.69,2022,400,,,,,,,2018,Central Michigan,5,20,100,,75,254,33,9.5,4.8,2.78,1.66,18,38,120,4.23,7.13,8.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034669,,13881,5293,20376,13304,fb815f81-3759-4194-bff9-1982fb2dd9a0,,31626,4035853,911523,Jordan,Veasy,"Veasy, Jordan",Jordan Veasy,WR,IND,24.1,0.54,2021,400,,,,,,,2018,California,,,100,,75,221,31.5,10.375,4.58,2.68,1.61,16,34.5,123,4.52,7.12,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034633,,13656,5261,20296,12653,9fd7fab6-1c26-418f-9696-e8dd0208d508,,31592,3045164,742410,Jester,Weah,"Weah, Jester",Jester Weah,WR,HOU,24.5,0.54,2021,400,,,,,,,2018,Pittsburgh,,,100,,75,210,33.25,8.75,4.43,2.63,1.6,15,38,129,4.41,7.24,8.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034509,,14029,5624,20598,12894,63a42b17-bb3e-4e68-970f-aa2fffee4d10,,31595,3052662,747985,Keith,Ford,"Ford, Keith",Keith Ford,RB,GBP,25.3,0.57,2021,400,,,,,,,2018,Texas A&M,,,,,70,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,0.067,2,,,,,,,496,21,79,,466,1984,0.05,5,3,21,,-9,0.01,-2.33,-1.8,22,0.01,0,466,5247,5,217,0.02,13,6.5
00-0034819,,14188,5760,20667,13363,f858a3b1-7ecd-4caa-be5e-7d1e6b66523b,,31758,4350798,1120577,Josh,Crockett,"Crockett, Josh",Josh Crockett,WR,FA,24.4,,,400,,,,,,,2018,Central Oklahoma,,,,,76,195,32.625,9.25,4.64,2.78,1.71,9,41,137,4.55,7.52,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034307,GranJa01,13904,5567,20585,12760,393cdcc9-20ec-4d07-b8bf-6848398b6ab8,,31506,3047490,746179,Janarion,Grant,"Grant, Janarion",Janarion Grant,WR,FA,25.7,,,400,,,,,,,2018,Rutgers,,,100,,70,173,30.125,9,4.61,2.69,1.75,22,32,122,4.48,7.12,2.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034126,,13596,5228,20142,12657,b6f50b3b-0b8b-4318-be6d-b6677616a3c6,13372,31365,3040507,728319,J.T.,Barrett,"Barrett, J.T.",JT Barrett,QB,NOS,24.6,,,400,,,,,,,2018,Ohio State,,,100,,74,220,32,9.875,4.7,2.76,1.65,NA,30,108,4.44,7.38,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034207,,14320,5275,20328,12739,e98ce252-583a-4c74-a718-d38f1ba5793d,,31227,3053760,746896,Jeff,Badet,"Badet, Jeff",Jeff Badet,WR,MIN,25,0.58,2021,400,,,,,,,2018,Oklahoma,,,,,71,182,31,9.25,4.39,2.64,1.62,16,39.5,131,4.59,7.29,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034426,WimsJa00,13644,5111,20011,12627,8f249da2-2528-4f68-8587-4400c924aba4,,31194,4035019,922039,Javon,Wims,"Wims, Javon",Javon Wims,WR,CHI,24.9,0.64,2022,400,,,,,,,2018,Georgia,7,6,100,,76,215,31.5,9.25,4.555,2.66,1.6,NA,33.5,113.5,4.58,7,5.37,30,0.0279,2,,,,,,,510,,,,466,1932,,5,4,32,,34,0.02,0.94,6.8,2,0.01,0.01,501,4473,2,283,0.01,7.2,3.6
00-0034596,,13625,5192,20166,12744,e8a4e5aa-f17b-49fe-8b8b-8efac0fc40f4,,31653,3051762,744665,Ralph,Webb,"Webb, Ralph",Ralph Webb,RB,PIT,24.7,0.5,2020,400,,,,,,,2018,Vanderbilt,,,100,,70,200,30.5,8.625,4.54,2.64,1.65,27,36,122,4.2,7.18,7.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034438,,13846,5128,20055,12949,ddff375b-365e-4af1-b9ae-58d03b1b1195,,31219,3042749,732107,Logan,Woodside,"Woodside, Logan",Logan Woodside,QB,TEN,24.5,0.54,2021,400,,,,,,,2018,Toledo,7,31,,,73,213,30.5,9.375,4.79,2.8,1.69,NA,31.5,103,4.15,6.94,6.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034867,TurnMa00,13669,5781,20684,13378,82a7e1ff-019a-4f4b-aeb6-c41420e44891,13906,31777,3115928,830686,Malik,Turner,"Turner, Malik",Malik Turner,WR,FA,23.5,,,400,,,,,,,2018,Illinois,,,100,,74,202,NA,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,42,0.0393,2,,,,,,,427,,,,532,2542,,3,2,20,,11,0.01,1.82,3.67,14,0.01,0,400,3740,1,281,0,4,2
00-0034433,,13838,5116,20018,12828,452520cc-4921-47f1-8d6a-55f7cee8bb0c,,31207,3125232,823811,Nick,Bawden,"Bawden, Nick",Nick Bawden,RB,DET,23.1,0.64,2022,400,,,,,,,2018,San Diego State,7,19,100,,74,245,30.5,9.25,4.77,2.8,1.67,NA,NA,109,4.42,7.21,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034577,AlleKy00,13879,5127,20053,12623,d2023f5b-f73b-43ad-a816-f10dadfdfaed,13495,31301,3115293,822350,Kyle,Allen,"Allen, Kyle",Kyle Allen,QB,CAR,23.4,0.52,2020,400,,,,,,,2018,Houston,,,100,,75,210,29.625,9.375,4.76,2.81,1.76,NA,28.5,113,4.31,NA,6.06,68,0.0643,2,31,20,266,2,,8.58,562,5,19,1,459,2435,0.01,,,,,,,,,0,,,549,4219,2,344,0.01,26.54,13.27
00-0034131,,13600,5142,20089,12819,bd684ac3-89d5-4b6b-84df-2a4a9b04cae1,,31336,3040535,728991,Kurt,Benkert,"Benkert, Kurt",Kurt Benkert,QB,ATL,24.1,0.54,2021,400,,,,,,,2018,Virginia,,,,,76,215,31,9.5,4.95,2.86,1.71,16,31,112,4.3,7.15,6.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034624,,14035,5259,20294,12895,fa890b86-8204-40b0-ab8a-301a35d15ad6,13734,31575,3052163,747892,Lavon,Coleman,"Coleman, Lavon",Lavon Coleman,RB,FA,24.7,,,400,,,,,,,2018,Washington,,,,,71,216,30.5,9.25,4.675,2.73,1.625,23,33,120,4.4,7.21,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0034087,,13899,5262,20298,13075,dd75b91c-07ff-4aa2-8409-02841824fee2,13555,31369,3123992,836224,Steve,Ishmael,"Ishmael, Steve",Steve Ishmael,WR,IND,24.1,0.54,2021,400,,,,,,,2018,Syracuse,,,100,,74,212,32.75,8.5,4.64,2.69,1.61,16,32.5,120,4.43,6.89,5.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0033006,MickJa01,13510,3852,18673,11213,a0498a95-9dc3-4df5-8f51-a1564fb3de57,,29978,2978308,695199,Jaydon,Mickens,"Mickens, Jaydon",Jaydon Mickens,WR,CAR,25.3,0.64,2020,400,,,,,,,2016,Washington,,,100,,71,170,NA,NA,4.59,2.67,1.62,15,35.5,121,3.98,6.67,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032139,KoyaBe00,12209,2528,16988,10254,666e3121-3daa-4413-b1ec-8e728f7cc645,,28617,2579846,610943,Ben,Koyack,"Koyack, Ben",Ben Koyack,TE,JAC,26.4,0.68,2020,400,484.6,,,,84,5,2015,Notre Dame,7,12,100,,77,258,32.625,10.75,4.84,2.83,1.74,16,30,116,4.57,7.37,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032170,GreeRa00,12183,2442,16899,10212,73d6cb8a-3d72-4a6a-b3c9-fe61dfd1bd41,10397,900026,2576785,605413,Rashad,Greene,"Greene, Rashad",Rashad Greene,WR,FA,26.9,,,400,,,,,,,2015,Florida State,5,3,40,,71,190,31.625,9,4.53,2.67,1.63,NA,36.25,122,4.12,6.88,5.89,107,0.1029,5,,,,,,,534,,,,357,1537,,8,6,60,,60,0.03,1,7.5,15,0.02,0.02,519,3611,3,248,0.01,12,2.4
00-0031818,MarqBr00,12475,2803,17271,10689,fc75f3fc-9347-4f7c-a521-e67f3888eda5,,29001,2577645,605328,Bradley,Marquez,"Marquez, Bradley",Bradley Marquez,WR,FA,26.7,,,400,,,,,,,2015,Texas Tech,,,100,,70,205,NA,NA,4.59,2.64,1.68,11,38,123,4.09,6.85,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031609,DerbA.00,12351,2503,16962,10484,f0805b80-e01c-46fd-99a6-dae1134fb764,10576,28590,3046413,543797,AJ,Derby,"Derby, A.J.",AJ Derby,TE,NOS,27.9,0.72,2020,400,,,,,,,2015,Arkansas,6,26,100,,77,240,30.5,9.5,4.77,2.77,1.73,15,NA,NA,4.56,7.04,5.03,124,0.1348,3,,,,,,,452,,,,371,1738,,5,3,48,1,44,0.03,1.09,8.8,9,0.01,0.01,426,3490,3,224,0.01,13.8,4.6
00-0032256,WalfCl00,12210,2373,16829,10127,2e56cca7-b898-4aac-bbc5-b5bda9163be1,10471,28456,2512593,553616,Clive,Walford,"Walford, Clive",Clive Walford,TE,MIA,27.8,0.72,2020,400,484.6,,,,84,2,2015,Miami,3,4,35,,76,258,34,10.25,4.79,2.84,1.72,20,30.5,120,4.57,7.32,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031939,,12162,2400,16856,10189,2641d36d-7c61-445f-980f-313671f2e8ce,10493,28483,2980105,694617,Matt,Jones,"Jones, Matt",Matt Jones,RB,FA,26.7,,,400,,,,,,,2015,Florida,3,31,23,,74,239,NA,NA,4.635,2.71,1.62,20,31.5,112,4.465,6.89,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031569,LangJe00,12156,2411,16867,10186,6512b90e-d6b3-4719-bb0c-a75f97673f37,10473,28494,2515416,557370,Jeremy,Langford,"Langford, Jeremy",Jeremy Langford,RB,FA,27.7,,,400,,,,,,,2015,Michigan State,4,7,36,,72,211,31.5,8.75,4.42,2.58,1.55,19,34.5,118,4.34,7.22,8.05,16,0.0151,1,,,,,,,615,9,25,,351,1573,0.03,,,,,,,,,0,,,603,5322,1,322,0,2.5,2.5
00-0031064,SavaTo00,11649,1957,16211,9701,ba2e7ff8-ed39-4fd1-85e3-d263a946a212,9418,27663,16943,511883,Tom,Savage,"Savage, Tom",Tom Savage,QB,DET,29.3,0.9,2020,400,351.6,,,,62.3,2.6,2014,Pittsburgh,4,35,100,,76,230,31.625,9.625,4.97,2.92,1.77,NA,27,105,4.36,7.33,3.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032062,BellBl00,12213,2422,16878,10248,0cc4e449-185a-4b08-9f07-c907ad0c3e05,,28505,2514206,542871,Blake,Bell,"Bell, Blake",Blake Bell,TE,KCC,28,0.9,2020,400,484.6,,,,64,4.3,2015,Oklahoma,4,18,100,,78,252,33.125,10,4.8,2.85,1.73,16,33,116,4.32,6.85,7.15,221,0.2125,7,,,,,,,534,,,,357,1537,,11,8,67,,58,0.04,1.16,5.27,38,0.02,0.02,519,3611,3,248,0.01,14.7,2.1
00-0032148,GrayGa00,12146,2380,16836,10175,5b64cbb5-0af6-4efc-a441-31c1f33d2eab,10394,28463,2575660,541469,Garrett,Grayson,"Grayson, Garrett",Garrett Grayson,QB,FA,28.2,,,400,,,,,,,2015,Colorado State,3,11,100,,74,220,30,10,4.8,2.8,1.67,NA,34,121,4.4,7.02,7.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0031598,BoylNi00,12328,2474,16931,10252,9480dd9f-151f-4e6d-b5a3-35f07bda4cac,10547,28559,2574591,608753,Nick,Boyle,"Boyle, Nick",Nick Boyle,TE,BAL,26.5,6,2022,400,484.6,,,,63.8,5.7,2015,Delaware,5,35,100,,76,270,33.375,10.375,5.045,2.94,1.755,NA,30.5,112,4.23,7.13,4.59,651,0.5475,12,,,,,,,555,,,,528,2352,,37,23,213,,125,0.12,1.7,3.38,135,0.07,0.03,522,4760,10,330,0.03,44.3,3.69
00-0031953,DaviGe00,12338,2487,16946,10476,53dc492f-b4cc-4da2-a6cc-f61f7c23272f,,28574,2513030,558661,Geremy,Davis,"Davis, Geremy",Geremy Davis,WR,LAC,27.6,0.9,2020,400,496.3,,,,169.7,30.4,2015,Connecticut,6,10,100,,75,211,32.25,9.5,4.54,2.62,1.61,23,36.5,124,4.18,6.86,9.38,74,0.0744,1,,,,,,,512,,,,398,1873,,1,,,,,,,,0,0,,508,3961,0,313,0,0,0
00-0031595,BurtMi00,12325,2471,16928,10468,80715ecf-ffc9-4a93-a305-2193451b3382,10544,28556,2515270,556483,Michael,Burton,"Burton, Michael",Michael Burton,RB,NOS,27.5,,,400,,,,,,,2015,Rutgers,5,32,100,,72,240,NA,NA,4.74,2.75,1.65,27.5,31.5,115.5,4.335,7.165,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00-0032245,MannSe00,12145,2394,16850,10176,91ead748-e3b0-4926-bd3b-3e327b44e6bc,10409,28477,2517017,557860,Sean,Mannion,"Mannion, Sean",Sean Mannion,QB,MIN,27.3,0.9,2020,400,351.6,,,,63.3,1.2,2015,Oregon State,3,25,100,,78,223,33.5,9,5.14,3.03,1.87,NA,31,105,4.39,7.29,3.72,36,0.0327,3,3,2,23,,,7.67,565,7,-9,,412,1913,0.02,,,,,,,,,0,,,536,4644,1,349,0,0.02,0.01
00-0031697,TaylJo01,12398,2685,17153,10238,971b216e-0859-482b-9b72-045f7ad35605,10673,28727,2515662,550968,Jordan,Taylor,"Taylor, Jordan",Jordan Taylor,WR,MIN,27.5,0.72,2020,400,496.3,,,,148.3,10.3,2015,Rice,,,100,,77,210,NA,NA,4.57,2.63,1.62,9,36.5,122,4.51,6.74,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
