PLAYERID,DRAFTYEAR,POSITION,40,20,10,BENCH,VERTICAL,BROAD,SHUTTLE,CONE
4403,1997,DT,,,,,,,,
4404,1997,RB,4.87,2.84,1.68,19,,,,
4405,1997,RB,4.62,2.73,1.65,,31,1000,4.17,7.56
4406,1997,RB,4.54,2.6,1.57,22,41.5,1007,4.03,7.28
4407,1997,DE,4.92,2.86,1.7,24,35.5,807,4.49,7.85
4408,1997,FB,4.83,2.81,1.66,25,33.5,901,4.37,7.79
4409,1997,FS,4.79,2.78,1.64,,29.5,902,4.26,7.3
4410,1997,QB,4.96,2.87,1.71,,30,808,4.51,8.16
4411,1997,OG,5.45,3.11,1.86,33,30,809,4.53,7.95
4412,1997,DB,,,,,,,,
4413,1997,LB,4.85,2.8,1.7,26,34,901,4.19,7.36
4414,1997,OT,5.75,3.35,1.95,20,23,,,
4415,1997,SS,,,,6,,,,
4416,1997,RB,4.71,2.78,1.72,16,34.5,910,,
4417,1997,DE,4.77,2.84,1.72,17,32.5,907,4.7,8.08
4418,1997,RB,4.56,2.67,1.6,15,35.5,1000,4,7.18
4419,1997,OT,5.31,3.09,1.88,25,32,903,4.37,7.9
4420,1997,CB,4.58,2.74,1.63,7,31,900,4.35,7.49
4421,1997,LB,4.61,2.67,1.58,25,34,904,4.15,7.31
4422,1997,OT,,,,25,,,,
4423,1997,OT,5.38,3.07,1.79,27,28.5,805,4.77,8.73
4424,1997,OT,5.27,3.08,1.83,19,27,710,4.79,8.2
4425,1997,CB,4.5,2.65,1.59,19,35.5,910,4.17,7.09
4426,1997,QB,,,,,,,,
4427,1997,WR,,,,,,,,
4428,1997,TE,4.83,2.83,1.68,,33.5,908,4.06,7.75
4429,1997,QB,,,,,,,,
4430,1997,WR,4.67,2.7,1.61,,33.5,1000,4.19,7.09
4431,1997,LB,4.75,2.81,1.69,20,34,,,
4432,1997,OT,,,,29,,,,
4433,1997,DT,5.07,2.89,1.68,28,28,810,4.23,7.55
4434,1997,LB,,,,,,,,
4435,1997,SS,4.5,2.65,1.57,22,,,,
4436,1997,SS,4.54,2.66,1.59,,35,1003,4.19,7.24
4437,1997,DT,5.01,2.99,1.79,17,29.5,902,4.61,7.93
4438,1997,RB,4.56,2.67,1.64,16,34.5,910,4.27,7.35
4439,1997,LB,4.83,2.83,1.69,13,34,,,
4440,1997,CB,,,,13,,,,
4441,1997,LB,4.73,2.75,1.68,,30.5,903,4.23,7.51
4442,1997,LB,5.02,2.96,1.78,35,,902,,
4443,1997,CB,4.78,2.81,1.69,10,35,908,4.26,7.24
4444,1997,DE,4.98,2.9,1.72,24,29.5,806,4.46,7.68
4445,1997,FS,,,,14,34,907,4.21,7.53
4446,1997,LB,4.94,2.86,1.73,,32.5,904,4.44,7.76
4447,1997,QB,4.95,2.9,1.72,,31,901,4.47,7.97
4448,1997,OT,5.09,3.05,1.84,,30.5,900,4.73,8.23
4449,1997,RB,,,,,,,,
4450,1997,DT,5.08,2.99,1.76,32,30.5,808,,
4451,1997,WR,4.62,2.68,1.6,,34,1000,4.28,7.31
4452,1997,DT,5.41,3.14,1.87,19,25.5,611,5.14,8.42
4453,1997,OT,5.6,3.29,1.96,,24.5,708,5.25,8.85
4454,1997,WR,4.41,2.61,1.59,,40.5,1010,4.17,7.52
4455,1997,FS,4.66,2.77,1.7,9,33.5,907,4.35,7.63
4456,1998,LB,4.77,2.81,1.7,27,33.5,909,4.18,7.75
4457,1998,OG,5.32,3.01,1.8,23,29,803,4.56,8.08
4458,2019,QB,,,,,,,,
4459,1998,RB,4.44,2.58,1.53,13,38.5,1009,,
4460,1998,OG,5.47,3.1,1.87,20,26,710,4.71,8.66
4461,1998,DB,,,,,,,,
4462,1998,TE,,,,,,,,
4463,1998,WR,4.5,2.62,1.56,,34.5,1008,4.11,7.32
4464,1998,RB,4.53,2.59,1.56,18,33,907,4.33,7.4
4465,1998,DE,,,,,35.5,911,4.38,7.42
4466,1998,DE,4.8,2.83,1.7,20,32.5,908,4.13,7.49
4467,1998,WR,4.57,2.69,1.6,,34.5,910,4.06,7.18
4468,1998,DT,5.18,3.01,1.8,23,26.5,804,4.58,8.28
4469,1998,OT,5.64,3.28,1.92,23,26.5,801,4.93,8.6
4470,1998,WR,4.71,2.78,1.67,,31.5,903,4.17,7.94
4471,1998,LB,,,,22,34.5,1007,3.97,7.35
4472,1998,OG,,,,,,,,
4473,1998,LB,4.75,2.79,1.69,20,34,908,4.22,7.84
4474,1998,LB,,,,,,,,
4475,1998,CB,4.45,2.59,1.55,,37,1103,3.78,7.09
4476,1998,WR,4.45,2.58,1.57,,36,1002,4.25,7.44
4477,1998,DT,,,,19,,,,
4478,1998,OC,,,,,,,,
4479,1998,OG,5.27,3,1.79,21,27.5,711,4.78,8.52
4480,1998,TE,4.89,2.86,1.73,17,28,810,4.35,7.42
4481,1998,OT,5.05,2.92,1.76,34,30,809,4.35,7.75
4482,1998,WR,,,,,,,,
4483,1998,LB,,,,,,,,
4484,1998,OC,5.25,3.04,1.78,17,25.5,805,4.59,8.32
4485,1998,LB,,,,,,,,
4486,1998,DT,5.18,3.04,1.83,28,30.5,,,
4487,1998,WR,4.46,2.6,1.55,,37,1007,4.04,7.49
4488,1998,QB,,,,,,,,
4489,1998,CB,,,,8,33.5,1000,3.82,7.25
4490,1998,RB,4.43,2.6,1.55,20,36.5,1007,4.29,8.18
4491,1998,WR,4.72,2.77,1.69,,30.5,901,3.91,7.28
4492,1998,LB,4.62,2.69,1.66,,30,909,4.31,7.47
4493,1998,RB,4.82,2.77,1.64,24,30.5,901,4,7.46
4494,1998,TE,,,,,,,,
4495,1998,TE,,,,,,,,
4496,1998,TE,4.83,2.8,1.68,28,33.5,811,4.15,7.42
4497,1998,DT,5.11,3.01,1.77,23,29,900,4.44,7.8
4498,1998,FB,,,,14,,,,
4499,1998,FB,4.65,2.73,1.61,18,32,911,4.28,7.72
4500,1998,DE,4.9,2.84,1.69,20,32.5,904,3.92,7.54
4501,1998,CB,,,,7,34.5,909,,
4502,1998,DE,,,,,,,,
4503,1998,DT,5.54,3.19,1.88,19,26,800,4.71,8.32
4504,1998,OG,,,,,,,,
4505,1998,DE,4.94,2.88,1.75,,32,900,4.36,7.73
4506,1998,DB,,,,,,,,
4507,1998,QB,4.89,2.87,1.73,,33.5,910,4.11,7.6
4508,1998,LB,4.66,2.75,1.69,26,33.5,906,4.41,7.82
4509,1998,LB,4.92,2.87,1.76,,32.5,903,4.41,8.07
4510,1998,DT,,,,31,,,,
4511,1998,WR,4.85,2.84,1.7,,34,902,4.3,7.65
4512,1998,LB,4.68,2.72,1.68,27,37,1004,4.18,7.52
4513,1998,WR,,,,,,,,
4514,1998,TE,5.26,3.06,1.86,19,24.5,708,4.71,8.02
4515,1998,LB,,,,,,,,
4516,1998,FB,4.69,2.71,1.66,17,28,904,4.49,7.7
4517,1998,TE,4.79,2.79,1.71,19,36,1003,4.56,7.92
4518,1998,RB,4.83,,,23,33,903,4.25,7.52
4519,1998,LB,,,,26,,,,
4520,1998,RB,4.65,2.72,1.63,19,27,907,4.23,7.49
4521,1998,WR,4.67,2.73,1.65,,33.5,903,4.1,7.5
4522,1998,OG,,,,,,,,
4523,1998,QB,4.8,2.79,1.69,15,29.5,901,,
4524,1998,OT,5.43,3.11,1.92,13,25.5,707,4.63,8.33
4525,1998,DE,5.02,2.93,1.75,24,28.5,902,4.37,7.67
4526,1998,DE,,,,,,,,
4527,1998,CB,4.4,2.59,1.57,,38,1002,3.96,7.27
4528,1998,RB,4.61,2.67,1.6,17,30,902,4.2,7.61
4529,1998,DB,,,,,,,,
4530,1998,CB,4.46,2.64,1.61,18,37.5,1001,4.21,7.08
4531,1998,WR,4.47,2.66,1.66,,34.5,1006,4.36,8.07
4532,1998,CB,4.55,2.67,1.61,15,39.5,1000,3.96,7.65
4533,1998,CB,,,,,,,,
4534,1998,QB,4.98,2.85,1.69,,31,901,4.15,7.45
4535,1998,RB,4.44,2.63,1.6,13,37,909,,7.46
4536,1998,RB,,,,,,,,
4537,1998,DE,5.09,2.96,1.78,,33.5,907,4.23,7.54
4538,1998,CB,4.5,2.69,1.68,,39,1002,4.09,7.52
4539,1998,TE,,,,,,,,
4540,1998,SS,4.66,2.7,1.57,17,37,1004,3.98,7.33
4541,1998,WR,4.48,2.6,1.54,,31.5,906,4,7.46
4542,1998,OG,5.29,3.08,1.88,26,29,900,4.39,8.32
4543,1998,QB,4.89,2.84,1.69,,29,808,4.23,7.58
4544,1998,DT,5.2,3,1.77,25,28.5,807,4.45,8.54
4545,1998,LB,,,,,,,,
4546,1998,OT,5.48,3.2,1.96,,23.5,703,4.77,8.28
4547,1998,LB,,,,26,,,,
4548,1998,DE,4.85,2.83,1.67,,32.5,907,,
4549,1998,DB,,,,,,,,
4550,1998,RB,4.69,2.73,1.65,16,31,901,4.34,7.71
4551,1998,RB,4.66,2.73,1.65,,33.5,1001,4.17,7.7
4552,1998,LB,4.84,2.79,1.71,30,30,810,4.31,7.65
4553,1998,DT,5.14,3.01,1.79,21,29,807,4.68,7.87
4554,1998,LB,4.77,2.77,1.69,14,37.5,1002,3.98,7.06
4555,1998,DB,,,,,,,,
4556,1998,LB,4.85,2.84,1.69,19,32.5,905,4.16,7.75
4557,1998,OT,5.36,3.09,1.88,14,32,802,4.72,8.73
4558,1998,WR,4.57,2.7,1.63,,36,1003,4.07,7.38
4559,1998,FS,,,,,38.5,1008,3.95,7.21
4560,1998,DE,4.9,2.84,1.7,22,33,1000,4.33,7.81
4561,1998,OT,5.3,3.08,1.87,25,28.5,808,4.56,8.51
4562,1998,CB,4.4,2.57,1.6,,38,1007,,
4563,1998,RB,,,,,,,,
4564,1998,WR,,,,,,,,
4565,1998,WR,4.65,2.72,1.62,,32,900,4.03,7.32
4566,1998,RB,,,,,,,,
4567,1998,FB,4.6,2.66,1.58,20,33.5,1000,3.95,7.41
4568,1998,CB,,,,10,37.5,1002,,
4569,1998,OT,,,,18,28,,,
4570,1998,OG,,,,20,,,,
4571,1998,SS,4.53,2.69,1.65,12,40.5,1005,4.06,7.08
4572,1998,OT,,,,20,,,,
4573,1998,DE,,,,,,,,
4574,1998,DE,4.98,2.91,1.7,18,32.5,907,4.35,7.93
4575,1998,FS,,,,,40,1007,3.9,7.06
4576,1998,FB,4.79,2.69,1.65,,35,909,,
4577,1998,OT,,,,,,,,
4578,1998,FB,4.91,2.86,1.76,16,32,906,4.18,7.58
4579,1998,WR,4.45,2.6,1.58,,34.5,904,4.17,7.16
4580,1998,RB,,,,20,,,,
4581,1998,CB,,,,9,,,,
4582,1998,CB,4.5,2.67,1.62,7,33,902,4.18,7.39
4583,1998,OG,5.27,3.02,1.77,21,33,811,4.48,8.24
4584,1998,DT,4.98,2.92,1.74,21,31.5,810,4.55,8.07
4585,1998,DE,4.7,2.76,1.69,28,35.5,1002,4.38,7.92
4586,1998,WR,,,,,,,,
4587,1998,DE,5.15,2.98,1.77,23,27.5,803,4.4,7.74
4588,1998,OG,5.17,3,1.81,29,28.5,808,4.72,8.11
4589,1998,DE,,,,,,,,
4590,1998,FB,4.63,2.7,1.61,23,31,907,4.22,7.81
4591,1998,DE,4.87,2.84,1.73,26,35.5,910,4.48,8.03
4592,1998,LB,,,,,,,,
4593,1998,DE,,,,,,,,
4594,1998,SS,4.78,2.73,1.67,15,35.5,902,4.07,7.41
4595,1998,LB,4.78,2.81,1.7,15,32,907,4.29,7.53
4596,1998,RB,4.62,2.72,1.59,18,28.5,809,4.43,7.63
4597,1998,DE,,,,,,,,
4598,1998,WR,,,,,32.5,904,4.1,7.46
4599,1998,DT,5.2,2.98,1.79,18,29,808,4.57,8.5
4600,1998,FS,4.62,,,8,39,1000,4.09,7.25
4601,1998,WR,,,,,30.5,902,4.09,7.09
4602,1998,LB,,,,,,,,
4603,1998,LB,4.62,2.71,1.66,,31.5,905,4.11,7.78
4604,1998,SS,4.54,2.66,1.6,13,39.5,1101,4.06,7.09
4605,1998,WR,,,,,,,,
4606,1998,FS,4.48,2.62,1.58,,32.5,905,4.24,7.35
4607,1998,DT,,,,,,,,
4608,1998,DT,,,,,,,,
4609,1998,LB,,,,23,,,,
4610,1998,WR,4.53,2.67,1.59,,39.5,1002,,
4611,1998,OT,5.35,3.12,1.84,21,29.5,806,4.5,8.42
4612,1998,OT,5.79,3.32,2.01,19,22.5,704,5.13,9.04
4613,1998,DE,,,,11,,,,
4614,1998,DT,5.19,2.99,1.8,18,30,810,4.66,8.23
4615,1998,OT,5.63,3.26,1.96,20,25.5,705,4.68,8.41
4616,1998,OG,5.52,3.22,1.92,25,24.5,803,4.8,8.42
4617,1998,DT,,,,,,,,
4618,1998,DB,,,,,,,,
4619,1998,CB,4.54,2.63,1.57,,36.5,1000,3.87,7.16
4620,1998,WR,4.55,2.64,1.65,,37,911,4.01,7.06
4621,1998,OC,5.32,3.11,1.84,25,29.5,808,4.8,8.21
4622,1998,LB,,,,,,,,
4623,1998,OC,5.24,3.03,1.81,25,25,804,4.85,8.52
4624,1998,LB,4.68,2.72,1.66,32,34,909,4.14,7.62
4625,1998,TE,4.68,2.73,1.63,22,30.5,901,4.25,7.71
4626,1998,OC,5.44,3.1,1.83,27,27.5,803,4.77,8.34
4627,1998,DE,,,,,,,,
4628,1998,DT,5.06,2.94,1.76,,30.5,808,4.85,9.02
4629,1998,WR,,,,,,,,
4630,1998,LB,4.8,2.79,1.67,22,31.5,810,4.22,7.52
4631,1998,OG,5.16,2.98,1.79,29,28.5,807,4.43,8.11
4632,1998,WR,4.46,2.62,1.61,,35,1001,4.21,7.15
4633,1998,LB,,,,,,,,
4634,1998,WR,4.66,2.74,1.67,,31.5,910,4.48,7.49
4635,1998,DT,5.17,,,27,29.5,808,4.71,8.05
4636,1998,RB,4.38,2.57,1.53,17,34.5,1001,4.16,7.35
4637,1998,QB,4.68,2.73,1.63,,29,808,4.22,7.55
4638,1998,OC,,,,,,,,
4639,1998,DE,,,,,,,,
4640,1998,TE,5.07,2.92,1.77,,30.5,904,4.39,7.62
4641,1998,RB,,,,,,,,
4642,1998,FB,4.66,2.65,1.61,,31,907,4.09,7.32
4643,1998,DE,5.11,2.97,1.79,22,32.5,905,4.1,7.81
4644,1998,FB,4.84,2.86,1.78,,29.5,902,4.27,7.6
4645,1998,QB,,,,,,,,
4646,1998,OT,,,,26,,,,
4647,1998,TE,5.16,3.08,1.87,13,26.5,710,4.45,8.06
4648,1998,TE,,,,25,,,,
4649,1998,RB,4.69,2.74,1.66,14,34.5,1003,4.32,7.74
4650,1998,DT,,,,,26.5,809,,
4651,1998,SS,4.87,2.8,1.71,15,33,902,4.15,7.5
4652,1998,DE,4.66,2.75,1.67,27,34.5,909,3.93,7.3
4653,1998,WR,4.47,2.67,1.66,,32,906,4.26,7.84
4654,1998,CB,4.6,2.67,1.58,24,35,1000,4.07,7.79
4655,1998,LB,,,,24,,,,
4656,1998,DT,5.19,3.02,1.83,26,29,805,4.89,8.64
4657,1998,RB,4.75,2.76,1.66,19,35,911,3.98,7.88
4658,1998,DE,4.9,2.86,1.74,18,28,903,4.47,8.39
4659,1998,SS,4.58,2.67,1.6,15,33.5,908,4.05,7.49
4660,1998,WR,,,,,,,,
4661,1998,OC,5.33,3.07,1.85,21,31.5,807,4.52,8.14
4662,1998,RB,,,,,,,,
4663,1998,CB,4.52,2.62,1.55,,,1001,3.98,7.07
4664,2020,QB,,,,,,,,
4665,1998,WR,4.53,2.62,1.57,,33.5,903,4.19,7.55
4666,1998,LB,,,,16,,,,
4667,1998,OT,4.95,2.89,1.71,26,32,904,4.43,7.75
4668,1998,DE,,,,,,,,
4669,1998,TE,5.06,2.94,1.72,23,28.5,903,4.46,8.36
4670,1998,OG,5.47,3.14,1.9,18,27.5,705,5.16,8.85
4671,1998,DB,,,,,,,,
4672,1998,WR,,,,,,,,
4673,1998,TE,,,,,,,,
4674,1998,DB,,,,,,,,
4675,1998,RB,,,,15,36,911,,
4676,1998,DT,5.19,2.99,1.79,25,30,805,4.83,8.7
4677,1998,DE,,,,18,,,,
4678,1998,DT,,,,23,,,,
4679,1998,SS,4.58,2.7,1.64,18,33.5,909,3.93,7.08
4680,1998,OG,5.18,3.03,1.85,22,,,,
4681,1998,DT,,,,,,,,
4682,1998,WR,4.64,2.67,1.59,,28,903,4.34,7.3
4683,1998,WR,4.64,2.72,1.63,,30,904,4.44,7.73
4684,1998,WR,,,,,,,,
4685,1998,RB,4.69,2.74,1.66,18,36,903,4.36,7.97
4686,1998,OG,5.23,3.04,1.86,23,25.5,804,4.43,7.88
4687,1998,TE,4.91,2.91,1.74,18,34,901,4.47,8.07
4688,1998,DT,5.14,3,1.82,,29,811,4.59,8.5
4689,1998,OT,5.4,3.09,1.83,21,29.5,810,4.45,8.13
4690,1998,OG,5.65,3.29,1.97,,25,800,4.65,8.49
4691,1998,QB,,,,,,,,
4692,1998,QB,5.06,2.94,1.76,,26.5,807,4.37,7.68
4693,1998,DT,5.39,3.07,1.79,32,26.5,809,4.51,8.45
4694,1998,OG,5.41,3.13,1.89,21,28,,,
4695,1998,RB,,,,17,,,,
4696,1998,RB,,,,17,,,,
4697,1998,DE,5.11,2.98,1.75,21,25,803,5.1,8.47
4698,1998,RB,4.5,2.62,1.53,22,35,1000,4.37,7.54
4699,1998,OT,5.46,3.15,1.91,15,27.5,706,4.69,8.24
4700,1998,TE,4.97,2.9,1.7,,29,903,4.32,8.16
4701,1998,OG,5.11,3.02,1.8,24,26.5,901,4.53,8.05
4702,1998,QB,5.16,2.99,1.81,,26,803,4.4,7.79
4703,1998,DT,4.92,2.8,1.67,18,35,911,4.61,
4704,1998,OG,,,,,,,,
4705,1998,WR,4.57,2.69,1.6,,36,1007,4.03,7.28
4706,1998,DT,4.85,2.78,1.69,35,38.5,1002,4.39,8.54
4707,1998,OT,5.47,3.2,1.92,30,31.5,803,4.93,8.88
4708,1998,QB,,,,,,,,
4709,1998,LB,4.58,2.67,1.67,12,34.5,910,4.27,7.96
4710,1998,WR,4.71,2.72,1.63,,34,907,,
4711,1998,LB,,,,,,,,
4712,1998,OC,5.24,2.99,1.79,27,26,801,4.52,8.03
4713,1998,WR,4.65,2.73,1.64,,25,903,4.48,7.91
4714,1998,OC,5.32,2.99,1.78,30,28,804,4.55,8.1
4715,1998,OT,5.21,3.01,1.83,24,26.5,801,4.59,8.15
4716,1998,SS,,,,14,39.5,907,4.12,
4717,1998,WR,4.42,2.61,1.56,,34.5,1007,,
4718,1998,WR,4.58,2.7,1.69,,35,1000,4.24,7.46
4719,1998,DB,,,,,,,,
4720,1998,WR,,,,,,,,
4721,1998,OG,,,,,,,,
4722,1998,WR,,,,,,,,
4723,1998,DB,,,,,,,,
4724,1998,OT,5.47,3.12,1.89,16,29,805,4.54,8.21
4725,1998,QB,4.78,2.75,1.65,,34.5,906,4.04,7.25
4726,1998,RB,4.54,2.65,1.61,15,34.5,904,4.36,7.3
4727,1998,QB,,,,,,,,
4728,1998,OG,6.12,3.53,2.12,21,22,700,5.68,9.61
4729,1998,OG,5.44,3.14,1.87,15,26,800,4.7,8.07
4730,1998,WR,,,,,,,,
4731,1998,CB,,,,10,31.5,909,4.07,7.33
4732,1998,DB,,,,,,,,
4733,1998,CB,4.48,2.66,1.61,,35.5,907,4.04,7.24
4734,1998,WR,4.38,2.66,1.52,,33,909,4.17,7.19
4735,1998,RB,,,,22,,,,
4736,1998,FB,,,,15,,,,
4737,1998,OT,5.16,3.04,1.89,21,31,901,4.55,8.17
4738,1998,RB,,,,,,,,
4739,1998,OT,5.65,3.26,1.98,22,21,801,5.07,9.17
4740,1998,RB,4.53,2.63,1.59,23,35,1006,4.15,7.49
4741,1998,FS,4.5,2.66,1.62,13,35.5,1000,4.19,7.43
4742,1998,OC,5.51,3.19,1.91,19,25,,,
4743,1998,DB,,,,,,,,
4744,1998,RB,4.62,2.72,1.68,9,33.5,910,4.17,7.54
4745,1998,TE,,,,,,,,
4746,1998,CB,4.6,2.74,1.68,8,38.5,1002,4.27,7.3
4747,1998,TE,,,,,,,,
4748,1998,TE,4.99,2.91,1.76,20,,,,
4749,1998,TE,4.94,2.87,1.72,18,36.5,1000,4.21,7.71
4750,1998,RB,,,,,,,,
4751,1998,LB,4.86,2.85,1.74,22,32.5,902,4.35,7.64
4752,1998,QB,5.1,2.92,1.76,,26,802,4.35,7.53
4753,1998,LB,,,,25,,,,
4754,1998,LB,,,,,,,,
4755,1998,CB,4.56,2.66,1.63,11,32.5,907,,7.38
4756,1998,FS,4.72,2.72,1.6,13,35.5,907,4.06,7.48
4757,1998,QB,5.02,2.94,1.8,,31,808,4.39,7.85
4758,1998,QB,,,,,,,,
4759,1998,DT,,,,,,,,
4760,1998,SS,4.61,2.67,1.59,17,33.5,1000,4.13,7.07
4761,1998,WR,4.59,2.63,1.61,,36,1003,4,6.88
4762,1998,LB,,,,,30.5,904,4.28,7.84
4763,1998,DB,,,,,,,,
4764,1998,OT,5.5,3.17,1.93,16,25.5,802,5.16,9.28
4765,1998,DT,4.96,2.93,1.8,23,28.5,900,4.41,7.75
4766,1998,FS,4.62,2.67,1.58,,34.5,907,,7.18
4767,1998,RB,4.79,2.77,1.65,18,31.5,900,4.25,7.46
4768,1998,DB,,,,,,,,
4769,1998,OG,,,,,,,,
4770,1998,CB,4.54,2.66,1.62,9,34.5,,,
4771,1998,LB,4.93,2.86,1.69,29,30.5,810,4.25,7.79
4772,1998,QB,4.72,2.76,1.67,,33.5,906,4.3,7.74
4773,1998,FS,4.48,2.6,1.57,,33.5,1002,4.25,7.42
4774,1998,LB,4.56,2.66,1.72,,37,1006,4.16,7.45
4775,1998,SS,,,,13,,,,
4776,1998,RB,,,,17,34.5,1004,,
4777,1998,TE,4.65,2.74,1.68,18,35.5,1002,4.09,7.48
4778,1998,DE,4.68,2.73,1.67,24,34.5,909,4.47,7.84
4779,1998,OG,5.03,2.92,1.77,34,31.5,903,4.35,8.07
4780,1998,WR,4.61,2.7,1.6,,,,,
4781,1998,LB,,,,27,37,1004,4.14,7.84
4782,1998,RB,4.53,2.64,1.62,17,39.5,1009,,
4783,1998,OT,5.46,3.2,1.95,21,26.5,808,5.07,8.97
4784,1998,RB,4.48,2.59,1.52,15,39,1005,3.95,7.34
4785,1998,FS,4.58,2.71,1.67,,32.5,905,4.04,7.42
4786,1998,SS,4.43,2.61,1.54,,38.5,1000,3.94,7.34
4787,1998,CB,,,,12,,,,
4788,1998,TE,,,,,,,,
4789,1998,QB,4.97,2.9,1.7,,30.5,902,,
4790,1998,WR,,,,,,,,
4791,1998,OT,5.32,3.07,1.84,17,29.5,901,4.84,8.64
4792,1998,OT,5.21,3,1.76,17,31,900,4.55,8.12
4793,1998,TE,,,,,,,,
4794,1998,OG,5.4,3.1,1.89,15,25.5,805,4.81,8.33
4795,1998,OT,5.07,2.99,1.81,27,33.5,900,4.53,8.15
4796,1998,DB,,,,,,,,
4797,1998,WR,4.66,2.7,1.63,,33,904,4.29,7.5
4798,1998,DB,,,,,,,,
4799,1998,WR,4.35,2.6,1.57,,36.5,909,3.96,7.15
4800,1998,SS,,,,12,,,,
4801,1998,WR,4.66,2.73,1.62,,34,910,4.04,7.64
4802,1998,OT,,,,24,,,,
4803,1998,LB,4.44,2.63,1.6,15,32.5,1000,,7.66
4804,1998,RB,4.54,2.66,1.6,14,40,1001,4,7.19
4805,1998,CB,4.59,2.75,1.73,10,38,908,3.95,7.43
4806,1998,OC,,,,,,,,
4807,1998,WR,4.51,2.61,1.54,,32.5,909,4.22,7.34
4808,1998,LB,,,,28,,,,
4809,1998,DT,5.27,3.07,1.84,23,25.5,808,4.95,8.64
4810,1998,OG,5.55,3.15,1.96,23,23,707,5.02,8.77
4811,1998,DT,5.36,3.05,1.8,26,25.5,806,4.7,
4812,1998,DT,,,,,,,,
4813,1998,DT,,,,,,,,
4814,1998,RB,4.74,2.76,1.71,16,33,900,4.56,7.75
4815,1998,LB,4.79,2.78,1.68,13,33.5,908,4.11,7.42
4816,1999,QB,4.6,2.69,1.6,,35.5,1000,4.29,7.52
4817,1999,OT,5.24,3.09,1.91,23,23.5,803,4.61,8.03
4818,1999,OT,5.35,3.02,1.79,31,24,903,4.54,7.99
4819,1999,DE,5.06,2.86,1.74,19,29.5,902,4.34,7.48
4820,1999,RB,4.84,2.78,1.7,23,32.5,905,4.17,7
4821,1999,DE,4.79,2.77,1.66,19,33.5,900,4.34,7.7
4822,1999,DE,4.94,2.84,1.7,20,33,904,4.4,7.43
4823,1999,QB,4.66,2.63,1.62,,34,906,4.29,6.99
4824,1999,LB,4.56,2.64,1.6,17,33,908,4.25,7.31
4825,1999,DT,5.38,2.99,1.83,23,29,805,4.66,8.15
4826,1999,TE,4.83,2.7,1.61,20,32.5,900,4.41,7.37
4827,1999,DE,5.02,2.89,1.71,17,29.5,810,4.44,7.62
4828,1999,RB,4.53,2.6,1.57,,,,4.09,
4829,1999,CB,4.41,2.62,1.54,14,34,904,,
4830,1999,DT,5.75,3.34,1.99,19,25.5,801,4.94,8.72
4831,1999,CB,4.65,2.71,1.58,,32,911,4.03,7.03
4832,1999,LB,4.68,2.66,1.64,23,,,,
4833,1999,OG,5.29,3.09,1.88,,26.5,807,,
4834,1999,RB,4.69,2.7,1.62,16,32.5,907,4.23,7.1
4835,1999,DT,4.85,2.86,1.77,25,28.5,1000,4.28,7.98
4836,1999,CB,4.39,2.56,1.51,8,31,905,4.27,7.56
4837,1999,DB,,,,,,,,
4838,1999,QB,4.67,2.71,1.61,,31,908,4.35,7.45
4839,1999,LB,4.71,2.7,1.64,30,35,909,4.32,7.49
4840,1999,CB,4.41,2.57,1.53,,37,1002,3.95,6.84
4841,1999,DE,5.12,2.92,1.78,19,33,904,4.55,7.87
4842,1999,DT,5.26,2.99,1.81,22,31,806,4.85,8.12
4843,1999,SS,4.46,2.58,1.53,,38,1003,3.96,6.89
4844,1999,SS,4.58,2.67,1.61,,36,1002,4.2,7.23
4845,1999,DE,4.77,2.76,1.63,12,33.5,1000,4.12,7.01
4846,1999,RB,4.67,2.71,1.63,20,31,908,4.15,6.97
4847,1999,LB,4.71,2.66,1.65,25,33,905,4.32,7.42
4848,1999,OG,5.36,3.06,1.84,26,25.5,802,4.83,7.86
4849,1999,OG,5.24,3.02,1.81,29,30,808,4.67,8.22
4850,1999,FS,4.38,2.57,1.54,15,37,1001,3.99,7.03
4851,1999,WR,4.63,2.62,1.62,,34.5,906,4.28,7.06
4852,1999,LB,4.74,2.76,1.66,16,30,902,4.48,7.52
4853,1999,TE,,,,,,,,
4854,1999,OG,5.43,3.12,1.89,24,26,710,4.72,7.92
4855,1999,DE,4.92,2.82,1.69,23,33.5,900,4.27,7.37
4856,1999,FS,4.55,2.62,1.6,18,37,910,4.25,7.34
4857,1999,OG,5.59,3.17,1.99,23,23,703,4.92,8.4
4858,1999,OG,5.01,2.93,1.72,24,31.5,903,4.43,7.43
4859,1999,OG,,,,,,,,
4860,1999,LB,4.88,2.82,1.72,20,30.5,902,4.38,7.49
4861,1999,WR,4.49,2.56,1.53,,35.5,910,4.01,7.04
4862,1999,LB,4.67,2.66,1.63,18,36,909,4.36,7.57
4863,1999,P,,,,,,,,
4864,1999,FB,4.66,2.71,1.64,18,35.5,1002,4.19,7.12
4865,1999,QB,4.92,2.84,1.72,,31,811,4.56,7.66
4866,1999,OG,5.41,3.11,1.99,25,26.5,802,4.73,8.09
4867,1999,LB,4.76,2.78,1.71,19,36,901,4.39,7.34
4868,1999,RB,4.49,2.63,1.59,17,,,4.22,7.31
4869,1999,LB,4.94,2.82,1.72,21,32.5,900,4.67,7.84
4870,1999,OC,5.43,3.08,1.88,14,25,803,4.77,8.04
4871,1999,OG,5,2.91,1.73,26,32,906,4.63,7.52
